import time: self [us] | cumulative | imported package
import time:        53 |         53 |                                 _random
import time:        65 |         65 |                                 _sha2
import time:       384 |        502 |                               random
import time:       110 |        110 |                                     _locale
import time:      1520 |       1629 |                                   locale
import time:      1028 |       2657 |                                 calendar
import time:       268 |       2924 |                               email._parseaddr
import time:       375 |        375 |                                   base64
import time:       141 |        515 |                                 email.base64mime
import time:       248 |        248 |                                 email.quoprimime
import time:       682 |        682 |                                 email.errors
import time:       146 |        146 |                                 email.encoders
import time:       255 |       1844 |                               email.charset
import time:       501 |       5769 |                             email.utils
import time:       707 |        707 |                               email.header
import time:       318 |       1025 |                             email._policybase
import time:       288 |        288 |                             email._encoded_words
import time:       138 |        138 |                             email.iterators
import time:       697 |       8096 |                           email.message
import time:        97 |         97 |                             importlib.metadata._functools
import time:       160 |        257 |                           importlib.metadata._text
import time:       353 |       8705 |                         importlib.metadata._adapters
import time:       409 |        409 |                         importlib.metadata._meta
import time:       290 |        290 |                         importlib.metadata._collections
import time:       117 |        117 |                         importlib.metadata._itertools
import time:       592 |        592 |                               tempfile
import time:       394 |        394 |                               importlib.resources.abc
import time:       323 |        323 |                               importlib.resources._adapters
import time:       456 |       1764 |                             importlib.resources._common
import time:       207 |        207 |                             importlib.resources._legacy
import time:       133 |       2103 |                           importlib.resources
import time:       381 |       2484 |                         importlib.abc
import time:      1318 |      15862 |                       importlib.metadata
import time:       151 |      16012 |                     pygments.plugin
import time:       787 |        787 |                     pygments.util
import time:       287 |      17504 |                   pygments.formatters
import time:       201 |        201 |                       pygments.styles._mapping
import time:       189 |        390 |                     pygments.styles
import time:       157 |        546 |                   pygments.formatter
import time:       144 |        144 |                   pygments.console
import time:       477 |        477 |                     pygments.token
import time:       330 |        807 |                   pygments.style
import time:       330 |      19329 |                 pygments.formatters.terminal256
import time:       135 |        135 |                 IPython.utils
import time:       338 |        338 |                   glob
import time:      1575 |       1575 |                         signal
import time:        81 |         81 |                         fcntl
import time:        84 |         84 |                         msvcrt
import time:        46 |         46 |                         _posixsubprocess
import time:       694 |       2476 |                       subprocess
import time:       275 |        275 |                         shlex
import time:        98 |         98 |                             _wmi
import time:       643 |        741 |                           platform
import time:       138 |        138 |                           IPython.utils.encoding
import time:       466 |       1343 |                         IPython.utils.py3compat
import time:       262 |       1878 |                       IPython.utils._process_common
import time:       170 |       4524 |                     IPython.utils._process_posix
import time:       156 |       4679 |                   IPython.utils.process
import time:       305 |       5321 |                 IPython.utils.path
import time:       425 |        425 |                   pygments.styles.monokai
import time:       403 |        403 |                   pygments.styles.default
import time:       353 |        353 |                   pygments.styles.pastie
import time:       526 |        526 |                   pygments.styles.gruvbox
import time:     14956 |      16661 |                 IPython.utils.PyColorize
import time:       181 |        181 |                 IPython.utils.terminal
import time:       322 |        322 |                 IPython.core.display_trap
import time:       401 |        401 |                       pkgutil
import time:       478 |        478 |                       sysconfig
import time:       595 |        595 |                       _sysconfigdata__x86_64-linux-gnu
import time:      1996 |       3468 |                     pydoc
import time:       195 |        195 |                         codeop
import time:       257 |        451 |                       IPython.core.debugger_backport
import time:       284 |        284 |                         cmd
import time:       478 |        478 |                         bdb
import time:       232 |        232 |                         code
import time:       801 |       1794 |                       pdb
import time:       590 |       2834 |                     IPython.core.debugger
import time:       494 |       6794 |                   IPython.core.tbtools
import time:       308 |       7102 |                 IPython.core.doctb
import time:       592 |      63161 |               IPython.core.ultratb
import time:        89 |         89 |                 IPython.utils._sysinfo
import time:       173 |        261 |               IPython.utils.sysinfo
import time:       284 |      63705 |             IPython.core.crashhandler
import time:        94 |         94 |                 IPython.utils.importstring
import time:       173 |        267 |               IPython.paths
import time:       625 |        891 |             IPython.core.profiledir
import time:       840 |      94320 |           IPython.core.application
import time:       125 |        125 |             IPython.terminal
import time:      2150 |       2150 |                 _hashlib
import time:       715 |        715 |                 _blake2
import time:       279 |       3142 |               hashlib
import time:       203 |       3345 |             IPython.core.compilerop
import time:       190 |        190 |               IPython.core.error
import time:       111 |        111 |                 IPython.utils.docs
import time:       123 |        233 |               IPython.utils.decorators
import time:       663 |        663 |               IPython.utils.text
import time:       456 |       1540 |             IPython.core.magic_arguments
import time:       184 |        184 |               getopt
import time:       157 |        157 |                     IPython.core.display_functions
import time:        72 |         72 |                         _winapi
import time:        68 |         68 |                         winreg
import time:       294 |        433 |                       mimetypes
import time:       116 |        116 |                         IPython.testing
import time:       166 |        282 |                       IPython.testing.skipdoctest
import time:       570 |       1283 |                     IPython.core.display
import time:       117 |        117 |                       IPython.lib
import time:       599 |        716 |                     IPython.lib.display
import time:       163 |       2317 |                   IPython.display
import time:       131 |        131 |                   IPython.utils.data
import time:       460 |       2907 |                 IPython.core.page
import time:       558 |        558 |                 IPython.lib.pretty
import time:       352 |        352 |                 IPython.utils.openpy
import time:       115 |        115 |                 IPython.utils.dir2
import time:       163 |        163 |                 IPython.utils.wildcard
import time:      1396 |       1396 |                   pygments.lexers._mapping
import time:       375 |        375 |                   pygments.modeline
import time:       276 |       2046 |                 pygments.lexers
import time:       152 |        152 |                     pygments.filter
import time:       534 |        534 |                     pygments.filters
import time:       210 |        210 |                     pygments.regexopt
import time:       644 |       1537 |                   pygments.lexer
import time:       417 |        417 |                   pygments.unistring
import time:      1016 |       2969 |                 pygments.lexers.python
import time:        93 |         93 |                   ctags
import time:       390 |        482 |                 pygments.formatters.html
import time:      2343 |      11931 |               IPython.core.oinspect
import time:       401 |        401 |                 IPython.utils.tokenutil
import time:      1325 |       1726 |               IPython.core.inputtransformer2
import time:       184 |        184 |               IPython.utils.ipstruct
import time:       915 |      14938 |             IPython.core.magic
import time:       113 |        113 |               runpy
import time:       124 |        124 |                 IPython.external
import time:        78 |         78 |                 cPickle
import time:       322 |        523 |               IPython.external.pickleshare
import time:       157 |        157 |               IPython.core.hooks
import time:       186 |        186 |                 IPython.core.autocall
import time:       253 |        253 |                 IPython.core.macro
import time:       408 |        408 |                 IPython.core.splitinput
import time:      2626 |       3472 |               IPython.core.prefilter
import time:       629 |        629 |               IPython.core.alias
import time:       372 |        372 |               IPython.core.builtin_trap
import time:       641 |        641 |                   decorator
import time:       762 |        762 |                       _sqlite3
import time:       289 |       1050 |                     sqlite3.dbapi2
import time:       185 |       1235 |                   sqlite3
import time:      2840 |       4715 |                 IPython.core.history
import time:       470 |       5185 |               IPython.core.displayhook
import time:       491 |        491 |               IPython.core.displaypub
import time:       185 |        185 |               IPython.core.events
import time:       353 |        353 |               IPython.core.extensions
import time:       165 |        165 |                 IPython.utils.sentinel
import time:      2949 |       3114 |               IPython.core.formatters
import time:       252 |        252 |               IPython.core.logger
import time:       313 |        313 |               IPython.core.payload
import time:       175 |        175 |               IPython.core.tips
import time:       128 |        128 |               IPython.core.usage
import time:      1160 |       1160 |                 IPython.utils.capture
import time:       157 |       1316 |               IPython.utils.io
import time:       153 |        153 |               IPython.utils.strdispatch
import time:       124 |        124 |               IPython.utils.syspathcontext
import time:        69 |         69 |                 docrepr
import time:        33 |        101 |               docrepr.sphinxify
import time:       133 |        133 |                       concurrent
import time:       672 |        672 |                       concurrent.futures._base
import time:       196 |        999 |                     concurrent.futures
import time:      1470 |       1470 |                       _ssl
import time:      2462 |       3931 |                     ssl
import time:       244 |        244 |                     asyncio.constants
import time:       136 |        136 |                     asyncio.coroutines
import time:       156 |        156 |                         _contextvars
import time:       135 |        291 |                       contextvars
import time:       140 |        140 |                       asyncio.format_helpers
import time:       152 |        152 |                         asyncio.base_futures
import time:       218 |        218 |                         asyncio.exceptions
import time:       136 |        136 |                         asyncio.base_tasks
import time:       441 |        946 |                       _asyncio
import time:       514 |       1889 |                     asyncio.events
import time:       234 |        234 |                     asyncio.futures
import time:       205 |        205 |                     asyncio.protocols
import time:       268 |        268 |                       asyncio.transports
import time:       107 |        107 |                       asyncio.log
import time:       765 |       1140 |                     asyncio.sslproto
import time:       117 |        117 |                         asyncio.mixins
import time:       489 |        606 |                       asyncio.locks
import time:       420 |        420 |                         asyncio.timeouts
import time:       467 |        887 |                       asyncio.tasks
import time:       315 |       1807 |                     asyncio.staggered
import time:       168 |        168 |                     asyncio.trsock
import time:      1127 |      11874 |                   asyncio.base_events
import time:       325 |        325 |                   asyncio.runners
import time:       281 |        281 |                   asyncio.queues
import time:       411 |        411 |                   asyncio.streams
import time:       258 |        258 |                   asyncio.subprocess
import time:       192 |        192 |                   asyncio.taskgroups
import time:       108 |        108 |                   asyncio.threads
import time:       305 |        305 |                     asyncio.base_subprocess
import time:       603 |        603 |                     asyncio.selector_events
import time:       921 |       1827 |                   asyncio.unix_events
import time:       317 |      15589 |                 asyncio
import time:       181 |      15770 |               IPython.core.async_helpers
import time:      2854 |      35770 |             IPython.core.interactiveshell
import time:       218 |        218 |                         prompt_toolkit.application.current
import time:       111 |        111 |                               prompt_toolkit.eventloop.utils
import time:       226 |        337 |                             prompt_toolkit.eventloop.async_generator
import time:       218 |        218 |                             prompt_toolkit.eventloop.inputhook
import time:       145 |        699 |                           prompt_toolkit.eventloop
import time:       163 |        862 |                         prompt_toolkit.application.run_in_terminal
import time:       418 |        418 |                                 prompt_toolkit.selection
import time:       238 |        656 |                               prompt_toolkit.clipboard.base
import time:       160 |        160 |                               prompt_toolkit.clipboard.in_memory
import time:       135 |        950 |                             prompt_toolkit.clipboard
import time:       321 |        321 |                                 prompt_toolkit.cache
import time:       219 |        219 |                                 prompt_toolkit.enums
import time:       334 |        334 |                                 prompt_toolkit.filters.base
import time:       312 |       1184 |                               prompt_toolkit.filters.app
import time:       213 |        213 |                               prompt_toolkit.filters.cli
import time:       147 |        147 |                               prompt_toolkit.filters.utils
import time:       189 |       1730 |                             prompt_toolkit.filters
import time:      1798 |       4478 |                           prompt_toolkit.document
import time:       282 |       4759 |                         prompt_toolkit.auto_suggest
import time:      2538 |       2538 |                                               prompt_toolkit.keys
import time:       791 |       3329 |                                             prompt_toolkit.key_binding.key_bindings
import time:       104 |        104 |                                                     wcwidth.table_vs16
import time:       148 |        148 |                                                     wcwidth.table_wide
import time:       346 |        346 |                                                     wcwidth.table_zero
import time:       102 |        102 |                                                     wcwidth.unicode_versions
import time:       243 |        940 |                                                   wcwidth.wcwidth
import time:       256 |       1195 |                                                 wcwidth
import time:       417 |       1612 |                                               prompt_toolkit.utils
import time:       348 |       1959 |                                             prompt_toolkit.key_binding.key_processor
import time:       151 |       5437 |                                           prompt_toolkit.key_binding
import time:       418 |       5855 |                                         prompt_toolkit.key_binding.vi_state
import time:       697 |       6551 |                                       prompt_toolkit.cursor_shapes
import time:       634 |        634 |                                       prompt_toolkit.data_structures
import time:       825 |        825 |                                         prompt_toolkit.styles.base
import time:       245 |        245 |                                           prompt_toolkit.styles.named_colors
import time:       683 |        683 |                                           prompt_toolkit.styles.style
import time:       472 |       1399 |                                         prompt_toolkit.styles.defaults
import time:       227 |        227 |                                         prompt_toolkit.styles.pygments
import time:       166 |        166 |                                           colorsys
import time:       506 |        672 |                                         prompt_toolkit.styles.style_transformation
import time:       383 |       3504 |                                       prompt_toolkit.styles
import time:       637 |        637 |                                       prompt_toolkit.output.color_depth
import time:       393 |      11717 |                                     prompt_toolkit.output.base
import time:       199 |        199 |                                         prompt_toolkit.output.flush_stdout
import time:       431 |        629 |                                       prompt_toolkit.output.plain_text
import time:       166 |        795 |                                     prompt_toolkit.output.defaults
import time:       113 |      12624 |                                   prompt_toolkit.output
import time:       612 |      13236 |                                 prompt_toolkit.output.vt100
import time:       478 |        478 |                                   prompt_toolkit.mouse_events
import time:       420 |        898 |                                 prompt_toolkit.formatted_text.base
import time:       574 |      14707 |                               prompt_toolkit.formatted_text.ansi
import time:       232 |        232 |                                     xml
import time:       178 |        178 |                                     xml.dom.domreg
import time:       435 |        843 |                                   xml.dom
import time:       175 |        175 |                                   xml.dom.minicompat
import time:       284 |        284 |                                     xml.dom.NodeFilter
import time:       347 |        630 |                                   xml.dom.xmlbuilder
import time:      1070 |       2717 |                                 xml.dom.minidom
import time:       232 |       2949 |                               prompt_toolkit.formatted_text.html
import time:       150 |        150 |                               prompt_toolkit.formatted_text.pygments
import time:       162 |        162 |                               prompt_toolkit.formatted_text.utils
import time:       202 |      18167 |                             prompt_toolkit.formatted_text
import time:       437 |      18603 |                           prompt_toolkit.completion.base
import time:       173 |        173 |                           prompt_toolkit.completion.deduplicate
import time:       346 |        346 |                           prompt_toolkit.completion.filesystem
import time:       171 |        171 |                             prompt_toolkit.completion.word_completer
import time:       460 |        630 |                           prompt_toolkit.completion.fuzzy_completer
import time:       255 |        255 |                           prompt_toolkit.completion.nested
import time:       218 |      20223 |                         prompt_toolkit.completion
import time:       372 |        372 |                         prompt_toolkit.history
import time:       285 |        285 |                         prompt_toolkit.search
import time:       289 |        289 |                         prompt_toolkit.validation
import time:      1337 |      28341 |                       prompt_toolkit.buffer
import time:       315 |        315 |                           prompt_toolkit.input.base
import time:       126 |        126 |                           prompt_toolkit.input.defaults
import time:       164 |        604 |                         prompt_toolkit.input
import time:        49 |        653 |                       prompt_toolkit.input.base
import time:       119 |        119 |                       prompt_toolkit.input.typeahead
import time:       100 |        100 |                         prompt_toolkit.key_binding.bindings
import time:       132 |        132 |                         prompt_toolkit.key_binding.bindings.scroll
import time:       193 |        425 |                       prompt_toolkit.key_binding.bindings.page_navigation
import time:       423 |        423 |                                       prompt_toolkit.lexers.base
import time:       615 |        615 |                                       prompt_toolkit.lexers.pygments
import time:       158 |       1195 |                                     prompt_toolkit.lexers
import time:       607 |        607 |                                       prompt_toolkit.layout.utils
import time:       706 |       1312 |                                     prompt_toolkit.layout.processors
import time:       769 |       3276 |                                   prompt_toolkit.layout.controls
import time:       260 |        260 |                                   prompt_toolkit.layout.dimension
import time:       295 |        295 |                                   prompt_toolkit.layout.margins
import time:       169 |        169 |                                   prompt_toolkit.layout.mouse_handlers
import time:       267 |        267 |                                   prompt_toolkit.layout.screen
import time:      2278 |       6542 |                                 prompt_toolkit.layout.containers
import time:       327 |        327 |                                 prompt_toolkit.layout.layout
import time:       437 |        437 |                                 prompt_toolkit.layout.menus
import time:       305 |        305 |                                 prompt_toolkit.layout.scrollable_pane
import time:       220 |       7829 |                               prompt_toolkit.layout
import time:        46 |       7874 |                             prompt_toolkit.layout.controls
import time:       175 |        175 |                             prompt_toolkit.key_binding.bindings.completion
import time:       661 |       8709 |                           prompt_toolkit.key_binding.bindings.named_commands
import time:       238 |       8947 |                         prompt_toolkit.key_binding.bindings.basic
import time:       160 |        160 |                         prompt_toolkit.key_binding.bindings.cpr
import time:       286 |        286 |                         prompt_toolkit.key_binding.bindings.emacs
import time:       217 |        217 |                         prompt_toolkit.key_binding.bindings.mouse
import time:       301 |        301 |                             prompt_toolkit.input.ansi_escape_sequences
import time:       641 |        941 |                           prompt_toolkit.input.vt100_parser
import time:       607 |        607 |                           prompt_toolkit.key_binding.digraphs
import time:      1035 |       2582 |                         prompt_toolkit.key_binding.bindings.vi
import time:       166 |      12355 |                       prompt_toolkit.key_binding.defaults
import time:       157 |        157 |                       prompt_toolkit.key_binding.emacs_state
import time:       128 |        128 |                       prompt_toolkit.layout.dummy
import time:       538 |        538 |                       prompt_toolkit.renderer
import time:       794 |      43506 |                     prompt_toolkit.application.application
import time:       214 |        214 |                     prompt_toolkit.application.dummy
import time:       225 |      43944 |                   prompt_toolkit.application
import time:       524 |        524 |                           prompt_toolkit.widgets.toolbars
import time:       693 |       1217 |                         prompt_toolkit.widgets.base
import time:       101 |        101 |                           prompt_toolkit.key_binding.bindings.focus
import time:       199 |        299 |                         prompt_toolkit.widgets.dialogs
import time:       258 |        258 |                         prompt_toolkit.widgets.menus
import time:       174 |       1947 |                       prompt_toolkit.widgets
import time:       280 |       2227 |                     prompt_toolkit.shortcuts.choice_input
import time:       239 |        239 |                     prompt_toolkit.shortcuts.dialogs
import time:       118 |        118 |                             xml.parsers
import time:       158 |        158 |                               pyexpat
import time:       138 |        296 |                             xml.parsers.expat
import time:       610 |       1023 |                           xml.dom.expatbuilder
import time:      1072 |       2094 |                         prompt_toolkit.shortcuts.progress_bar.formatters
import time:       393 |       2487 |                       prompt_toolkit.shortcuts.progress_bar.base
import time:       147 |       2633 |                     prompt_toolkit.shortcuts.progress_bar
import time:       153 |        153 |                       prompt_toolkit.key_binding.bindings.auto_suggest
import time:       118 |        118 |                       prompt_toolkit.key_binding.bindings.open_in_editor
import time:       968 |       1238 |                     prompt_toolkit.shortcuts.prompt
import time:       190 |        190 |                     prompt_toolkit.shortcuts.utils
import time:       233 |       6756 |                   prompt_toolkit.shortcuts
import time:       546 |        546 |                     email.feedparser
import time:       250 |        795 |                   email.parser
import time:      2474 |      53969 |                 prompt_toolkit
import time:        36 |      54004 |               prompt_toolkit.auto_suggest
import time:       247 |        247 |               prompt_toolkit.patch_stdout
import time:        84 |         84 |                   unicodedata
import time:        90 |         90 |                     _uuid
import time:       548 |        637 |                   uuid
import time:      4306 |       4306 |                   IPython.core.guarded_eval
import time:       758 |        758 |                   IPython.core.latex_symbols
import time:       159 |        159 |                   IPython.utils.generics
import time:       537 |        537 |                             parso.utils
import time:       513 |       1050 |                           parso.tree
import time:       105 |        105 |                                     parso.python
import time:       963 |        963 |                                     parso.python.token
import time:      2626 |       3694 |                                   parso.python.tokenize
import time:       232 |       3926 |                                 parso.pgen2.grammar_parser
import time:       446 |       4372 |                               parso.pgen2.generator
import time:       158 |       4529 |                             parso.pgen2
import time:        31 |       4559 |                           parso.pgen2.generator
import time:       691 |       6298 |                         parso.parser
import time:       111 |        111 |                           parso._compatibility
import time:      1819 |       1819 |                             difflib
import time:       551 |        551 |                                 parso.python.prefix
import time:      1469 |       2020 |                               parso.python.tree
import time:       255 |       2275 |                             parso.python.parser
import time:       511 |       4604 |                           parso.python.diff
import time:        60 |         60 |                             gc
import time:       366 |        426 |                           parso.cache
import time:       477 |        477 |                             parso.normalizer
import time:      1023 |       1499 |                           parso.python.errors
import time:       482 |        482 |                           parso.python.pep8
import time:       226 |        226 |                           parso.file_io
import time:       531 |       7876 |                         parso.grammar
import time:       231 |      14405 |                       parso
import time:       361 |        361 |                       jedi.parser_utils
import time:        76 |         76 |                         colorama
import time:       304 |        379 |                       jedi.debug
import time:       166 |        166 |                       jedi.settings
import time:       215 |        215 |                       jedi.cache
import time:       247 |        247 |                       jedi.file_io
import time:       243 |        243 |                                 jedi.inference.cache
import time:       242 |        242 |                                   jedi.inference.helpers
import time:      1084 |       1084 |                                   jedi.inference.utils
import time:       599 |       1924 |                                 jedi.inference.base_value
import time:       352 |       2518 |                               jedi.inference.sys_path
import time:       193 |        193 |                                       jedi.inference.recursion
import time:       344 |        536 |                                     jedi.inference.flow_analysis
import time:       194 |        194 |                                           jedi.common
import time:       230 |        424 |                                         jedi.inference.lazy_value
import time:       490 |        913 |                                       jedi.inference.docstrings
import time:       201 |        201 |                                       jedi.plugins
import time:       928 |       2041 |                                     jedi.inference.names
import time:      1009 |       3585 |                                   jedi.inference.filters
