import time: self [us] | cumulative | imported package
import time:       158 |        158 |               IPython.core.hooks
import time:       169 |        169 |                 IPython.core.autocall
import time:       256 |        256 |                 IPython.core.macro
import time:       415 |        415 |                 IPython.core.splitinput
import time:      2565 |       3405 |               IPython.core.prefilter
import time:       582 |        582 |               IPython.core.alias
import time:       322 |        322 |               IPython.core.builtin_trap
import time:       602 |        602 |                   decorator
import time:       792 |        792 |                       _sqlite3
import time:       282 |       1074 |                     sqlite3.dbapi2
import time:       196 |       1269 |                   sqlite3
import time:      2741 |       4611 |                 IPython.core.history
import time:       444 |       5054 |               IPython.core.displayhook
import time:       463 |        463 |               IPython.core.displaypub
import time:       171 |        171 |               IPython.core.events
import time:       293 |        293 |               IPython.core.extensions
import time:       123 |        123 |                 IPython.utils.sentinel
import time:      2844 |       2966 |               IPython.core.formatters
import time:       227 |        227 |               IPython.core.logger
import time:       278 |        278 |               IPython.core.payload
import time:       143 |        143 |               IPython.core.tips
import time:       114 |        114 |               IPython.core.usage
import time:      1163 |       1163 |                 IPython.utils.capture
import time:       162 |       1324 |               IPython.utils.io
import time:       154 |        154 |               IPython.utils.strdispatch
import time:       126 |        126 |               IPython.utils.syspathcontext
import time:        66 |         66 |                 docrepr
import time:        24 |         89 |               docrepr.sphinxify
import time:       128 |        128 |                       concurrent
import time:       687 |        687 |                       concurrent.futures._base
import time:       188 |       1002 |                     concurrent.futures
import time:      1438 |       1438 |                       _ssl
import time:      2441 |       3878 |                     ssl
import time:       246 |        246 |                     asyncio.constants
import time:       152 |        152 |                     asyncio.coroutines
import time:       147 |        147 |                         _contextvars
import time:       148 |        295 |                       contextvars
import time:       161 |        161 |                       asyncio.format_helpers
import time:       170 |        170 |                         asyncio.base_futures
import time:       206 |        206 |                         asyncio.exceptions
import time:       135 |        135 |                         asyncio.base_tasks
import time:       486 |        995 |                       _asyncio
import time:       521 |       1970 |                     asyncio.events
import time:       243 |        243 |                     asyncio.futures
import time:       206 |        206 |                     asyncio.protocols
import time:       277 |        277 |                       asyncio.transports
import time:       106 |        106 |                       asyncio.log
import time:       754 |       1136 |                     asyncio.sslproto
import time:       119 |        119 |                         asyncio.mixins
import time:       515 |        633 |                       asyncio.locks
import time:       449 |        449 |                         asyncio.timeouts
import time:       463 |        911 |                       asyncio.tasks
import time:       315 |       1858 |                     asyncio.staggered
import time:       178 |        178 |                     asyncio.trsock
import time:      1152 |      12015 |                   asyncio.base_events
import time:       339 |        339 |                   asyncio.runners
import time:       279 |        279 |                   asyncio.queues
import time:       429 |        429 |                   asyncio.streams
import time:       257 |        257 |                   asyncio.subprocess
import time:       173 |        173 |                   asyncio.taskgroups
import time:       106 |        106 |                   asyncio.threads
import time:       290 |        290 |                     asyncio.base_subprocess
import time:       576 |        576 |                     asyncio.selector_events
import time:       905 |       1769 |                   asyncio.unix_events
import time:       306 |      15670 |                 asyncio
import time:       174 |      15843 |               IPython.core.async_helpers
import time:      2887 |      35227 |             IPython.core.interactiveshell
import time:       222 |        222 |                         prompt_toolkit.application.current
import time:       118 |        118 |                               prompt_toolkit.eventloop.utils
import time:       226 |        344 |                             prompt_toolkit.eventloop.async_generator
import time:       222 |        222 |                             prompt_toolkit.eventloop.inputhook
import time:       150 |        714 |                           prompt_toolkit.eventloop
import time:       149 |        863 |                         prompt_toolkit.application.run_in_terminal
import time:       429 |        429 |                                 prompt_toolkit.selection
import time:       254 |        683 |                               prompt_toolkit.clipboard.base
import time:       154 |        154 |                               prompt_toolkit.clipboard.in_memory
import time:       133 |        969 |                             prompt_toolkit.clipboard
import time:       294 |        294 |                                 prompt_toolkit.cache
import time:       223 |        223 |                                 prompt_toolkit.enums
import time:       368 |        368 |                                 prompt_toolkit.filters.base
import time:       300 |       1183 |                               prompt_toolkit.filters.app
import time:       157 |        157 |                               prompt_toolkit.filters.cli
import time:       114 |        114 |                               prompt_toolkit.filters.utils
import time:       205 |       1657 |                             prompt_toolkit.filters
import time:      1751 |       4377 |                           prompt_toolkit.document
import time:       292 |       4668 |                         prompt_toolkit.auto_suggest
import time:      2413 |       2413 |                                               prompt_toolkit.keys
import time:       758 |       3171 |                                             prompt_toolkit.key_binding.key_bindings
import time:       108 |        108 |                                                     wcwidth.table_vs16
import time:       159 |        159 |                                                     wcwidth.table_wide
import time:       358 |        358 |                                                     wcwidth.table_zero
import time:       104 |        104 |                                                     wcwidth.unicode_versions
import time:       276 |       1003 |                                                   wcwidth.wcwidth
import time:       231 |       1234 |                                                 wcwidth
import time:       419 |       1652 |                                               prompt_toolkit.utils
import time:       332 |       1983 |                                             prompt_toolkit.key_binding.key_processor
import time:       137 |       5290 |                                           prompt_toolkit.key_binding
import time:       414 |       5703 |                                         prompt_toolkit.key_binding.vi_state
import time:       652 |       6354 |                                       prompt_toolkit.cursor_shapes
import time:       607 |        607 |                                       prompt_toolkit.data_structures
import time:       668 |        668 |                                         prompt_toolkit.styles.base
import time:       176 |        176 |                                           prompt_toolkit.styles.named_colors
import time:       566 |        566 |                                           prompt_toolkit.styles.style
import time:       349 |       1090 |                                         prompt_toolkit.styles.defaults
import time:       195 |        195 |                                         prompt_toolkit.styles.pygments
import time:       144 |        144 |                                           colorsys
import time:       454 |        598 |                                         prompt_toolkit.styles.style_transformation
import time:       307 |       2855 |                                       prompt_toolkit.styles
import time:       605 |        605 |                                       prompt_toolkit.output.color_depth
import time:       347 |      10766 |                                     prompt_toolkit.output.base
import time:       176 |        176 |                                         prompt_toolkit.output.flush_stdout
import time:       423 |        599 |                                       prompt_toolkit.output.plain_text
import time:       163 |        761 |                                     prompt_toolkit.output.defaults
import time:       110 |      11637 |                                   prompt_toolkit.output
import time:       564 |      12200 |                                 prompt_toolkit.output.vt100
import time:       424 |        424 |                                   prompt_toolkit.mouse_events
import time:       415 |        838 |                                 prompt_toolkit.formatted_text.base
import time:       508 |      13545 |                               prompt_toolkit.formatted_text.ansi
import time:       234 |        234 |                                     xml
import time:       173 |        173 |                                     xml.dom.domreg
import time:       418 |        824 |                                   xml.dom
import time:       183 |        183 |                                   xml.dom.minicompat
import time:       261 |        261 |                                     xml.dom.NodeFilter
import time:       375 |        636 |                                   xml.dom.xmlbuilder
import time:      1100 |       2742 |                                 xml.dom.minidom
import time:       205 |       2946 |                               prompt_toolkit.formatted_text.html
import time:       151 |        151 |                               prompt_toolkit.formatted_text.pygments
import time:       142 |        142 |                               prompt_toolkit.formatted_text.utils
import time:       163 |      16946 |                             prompt_toolkit.formatted_text
import time:       397 |      17342 |                           prompt_toolkit.completion.base
import time:       140 |        140 |                           prompt_toolkit.completion.deduplicate
import time:       314 |        314 |                           prompt_toolkit.completion.filesystem
import time:       168 |        168 |                             prompt_toolkit.completion.word_completer
import time:       426 |        593 |                           prompt_toolkit.completion.fuzzy_completer
import time:       252 |        252 |                           prompt_toolkit.completion.nested
import time:       209 |      18847 |                         prompt_toolkit.completion
import time:       362 |        362 |                         prompt_toolkit.history
import time:       298 |        298 |                         prompt_toolkit.search
import time:       274 |        274 |                         prompt_toolkit.validation
import time:      1291 |      26823 |                       prompt_toolkit.buffer
import time:       268 |        268 |                           prompt_toolkit.input.base
import time:       126 |        126 |                           prompt_toolkit.input.defaults
import time:       151 |        543 |                         prompt_toolkit.input
import time:        32 |        575 |                       prompt_toolkit.input.base
import time:       107 |        107 |                       prompt_toolkit.input.typeahead
import time:        93 |         93 |                         prompt_toolkit.key_binding.bindings
import time:       151 |        151 |                         prompt_toolkit.key_binding.bindings.scroll
import time:       211 |        454 |                       prompt_toolkit.key_binding.bindings.page_navigation
import time:       412 |        412 |                                       prompt_toolkit.lexers.base
import time:       619 |        619 |                                       prompt_toolkit.lexers.pygments
import time:       173 |       1203 |                                     prompt_toolkit.lexers
import time:       611 |        611 |                                       prompt_toolkit.layout.utils
import time:       658 |       1269 |                                     prompt_toolkit.layout.processors
import time:       782 |       3253 |                                   prompt_toolkit.layout.controls
import time:       231 |        231 |                                   prompt_toolkit.layout.dimension
import time:       259 |        259 |                                   prompt_toolkit.layout.margins
import time:       150 |        150 |                                   prompt_toolkit.layout.mouse_handlers
import time:       245 |        245 |                                   prompt_toolkit.layout.screen
import time:      2267 |       6403 |                                 prompt_toolkit.layout.containers
import time:       310 |        310 |                                 prompt_toolkit.layout.layout
import time:       445 |        445 |                                 prompt_toolkit.layout.menus
import time:       277 |        277 |                                 prompt_toolkit.layout.scrollable_pane
import time:       204 |       7636 |                               prompt_toolkit.layout
import time:        40 |       7676 |                             prompt_toolkit.layout.controls
import time:       183 |        183 |                             prompt_toolkit.key_binding.bindings.completion
import time:       634 |       8493 |                           prompt_toolkit.key_binding.bindings.named_commands
import time:       183 |       8676 |                         prompt_toolkit.key_binding.bindings.basic
import time:       145 |        145 |                         prompt_toolkit.key_binding.bindings.cpr
import time:       306 |        306 |                         prompt_toolkit.key_binding.bindings.emacs
import time:       237 |        237 |                         prompt_toolkit.key_binding.bindings.mouse
import time:       271 |        271 |                             prompt_toolkit.input.ansi_escape_sequences
import time:       615 |        886 |                           prompt_toolkit.input.vt100_parser
import time:       632 |        632 |                           prompt_toolkit.key_binding.digraphs
import time:       953 |       2470 |                         prompt_toolkit.key_binding.bindings.vi
import time:       160 |      11991 |                       prompt_toolkit.key_binding.defaults
import time:       155 |        155 |                       prompt_toolkit.key_binding.emacs_state
import time:       132 |        132 |                       prompt_toolkit.layout.dummy
import time:       511 |        511 |                       prompt_toolkit.renderer
import time:       799 |      41543 |                     prompt_toolkit.application.application
import time:       209 |        209 |                     prompt_toolkit.application.dummy
import time:       225 |      41976 |                   prompt_toolkit.application
import time:       466 |        466 |                           prompt_toolkit.widgets.toolbars
import time:       691 |       1156 |                         prompt_toolkit.widgets.base
import time:        97 |         97 |                           prompt_toolkit.key_binding.bindings.focus
import time:       200 |        297 |                         prompt_toolkit.widgets.dialogs
import time:       283 |        283 |                         prompt_toolkit.widgets.menus
import time:       195 |       1929 |                       prompt_toolkit.widgets
import time:       285 |       2214 |                     prompt_toolkit.shortcuts.choice_input
import time:       243 |        243 |                     prompt_toolkit.shortcuts.dialogs
import time:       113 |        113 |                             xml.parsers
import time:       159 |        159 |                               pyexpat
import time:       148 |        307 |                             xml.parsers.expat
import time:       608 |       1027 |                           xml.dom.expatbuilder
import time:      1117 |       2143 |                         prompt_toolkit.shortcuts.progress_bar.formatters
import time:       383 |       2526 |                       prompt_toolkit.shortcuts.progress_bar.base
import time:       143 |       2668 |                     prompt_toolkit.shortcuts.progress_bar
import time:       146 |        146 |                       prompt_toolkit.key_binding.bindings.auto_suggest
import time:       128 |        128 |                       prompt_toolkit.key_binding.bindings.open_in_editor
import time:       973 |       1246 |                     prompt_toolkit.shortcuts.prompt
import time:       214 |        214 |                     prompt_toolkit.shortcuts.utils
import time:       220 |       6803 |                   prompt_toolkit.shortcuts
import time:       536 |        536 |                     email.feedparser
import time:       217 |        753 |                   email.parser
import time:      2518 |      52048 |                 prompt_toolkit
import time:        37 |      52084 |               prompt_toolkit.auto_suggest
import time:       252 |        252 |               prompt_toolkit.patch_stdout
import time:       105 |        105 |                   unicodedata
import time:        96 |         96 |                     _uuid
import time:       509 |        605 |                   uuid
import time:      3979 |       3979 |                   IPython.core.guarded_eval
import time:       768 |        768 |                   IPython.core.latex_symbols
import time:       150 |        150 |                   IPython.utils.generics
import time:       472 |        472 |                             parso.utils
import time:       437 |        909 |                           parso.tree
import time:        93 |         93 |                                     parso.python
import time:       856 |        856 |                                     parso.python.token
import time:      2478 |       3426 |                                   parso.python.tokenize
import time:       233 |       3659 |                                 parso.pgen2.grammar_parser
import time:       421 |       4080 |                               parso.pgen2.generator
import time:       127 |       4206 |                             parso.pgen2
import time:        29 |       4234 |                           parso.pgen2.generator
import time:       515 |       5656 |                         parso.parser
import time:        99 |         99 |                           parso._compatibility
import time:      1543 |       1543 |                             difflib
import time:       550 |        550 |                                 parso.python.prefix
import time:      1452 |       2002 |                               parso.python.tree
import time:       258 |       2259 |                             parso.python.parser
import time:       524 |       4325 |                           parso.python.diff
import time:        60 |         60 |                             gc
import time:       311 |        371 |                           parso.cache
import time:       421 |        421 |                             parso.normalizer
import time:      1006 |       1426 |                           parso.python.errors
import time:       481 |        481 |                           parso.python.pep8
import time:       192 |        192 |                           parso.file_io
import time:       455 |       7347 |                         parso.grammar
import time:       184 |      13186 |                       parso
import time:       326 |        326 |                       jedi.parser_utils
import time:        71 |         71 |                         colorama
import time:       261 |        331 |                       jedi.debug
import time:       132 |        132 |                       jedi.settings
import time:       196 |        196 |                       jedi.cache
import time:       225 |        225 |                       jedi.file_io
import time:       180 |        180 |                                 jedi.inference.cache
import time:       235 |        235 |                                   jedi.inference.helpers
import time:       394 |        394 |                                   jedi.inference.utils
import time:       617 |       1245 |                                 jedi.inference.base_value
import time:       322 |       1746 |                               jedi.inference.sys_path
import time:       172 |        172 |                                       jedi.inference.recursion
import time:       322 |        494 |                                     jedi.inference.flow_analysis
import time:       181 |        181 |                                           jedi.common
import time:       211 |        391 |                                         jedi.inference.lazy_value
import time:       461 |        851 |                                       jedi.inference.docstrings
import time:       157 |        157 |                                       jedi.plugins
import time:       892 |       1899 |                                     jedi.inference.names
import time:       897 |       3290 |                                   jedi.inference.filters
