import time: self [us] | cumulative | imported package
import time:       162 |        162 |                     pygments.filter
import time:       553 |        553 |                     pygments.filters
import time:       249 |        249 |                     pygments.regexopt
import time:       683 |       1646 |                   pygments.lexer
import time:       445 |        445 |                   pygments.unistring
import time:      1062 |       3152 |                 pygments.lexers.python
import time:        77 |         77 |                   ctags
import time:       367 |        444 |                 pygments.formatters.html
import time:      2349 |      12328 |               IPython.core.oinspect
import time:       428 |        428 |                 IPython.utils.tokenutil
import time:      1419 |       1846 |               IPython.core.inputtransformer2
import time:       197 |        197 |               IPython.utils.ipstruct
import time:       970 |      15514 |             IPython.core.magic
import time:       110 |        110 |               runpy
import time:       124 |        124 |                 IPython.external
import time:        73 |         73 |                 cPickle
import time:       343 |        538 |               IPython.external.pickleshare
import time:       156 |        156 |               IPython.core.hooks
import time:       161 |        161 |                 IPython.core.autocall
import time:       272 |        272 |                 IPython.core.macro
import time:       428 |        428 |                 IPython.core.splitinput
import time:      2711 |       3571 |               IPython.core.prefilter
import time:       603 |        603 |               IPython.core.alias
import time:       358 |        358 |               IPython.core.builtin_trap
import time:       661 |        661 |                   decorator
import time:       800 |        800 |                       _sqlite3
import time:       295 |       1095 |                     sqlite3.dbapi2
import time:       196 |       1290 |                   sqlite3
import time:      2929 |       4879 |                 IPython.core.history
import time:       447 |       5325 |               IPython.core.displayhook
import time:       461 |        461 |               IPython.core.displaypub
import time:       197 |        197 |               IPython.core.events
import time:       287 |        287 |               IPython.core.extensions
import time:       119 |        119 |                 IPython.utils.sentinel
import time:      2936 |       3054 |               IPython.core.formatters
import time:       234 |        234 |               IPython.core.logger
import time:       291 |        291 |               IPython.core.payload
import time:       157 |        157 |               IPython.core.tips
import time:       118 |        118 |               IPython.core.usage
import time:      1224 |       1224 |                 IPython.utils.capture
import time:       180 |       1404 |               IPython.utils.io
import time:       140 |        140 |               IPython.utils.strdispatch
import time:       152 |        152 |               IPython.utils.syspathcontext
import time:        67 |         67 |                 docrepr
import time:        25 |         92 |               docrepr.sphinxify
import time:       134 |        134 |                       concurrent
import time:       683 |        683 |                       concurrent.futures._base
import time:       204 |       1021 |                     concurrent.futures
import time:      1469 |       1469 |                       _ssl
import time:      2602 |       4071 |                     ssl
import time:       272 |        272 |                     asyncio.constants
import time:       141 |        141 |                     asyncio.coroutines
import time:       146 |        146 |                         _contextvars
import time:       144 |        289 |                       contextvars
import time:       149 |        149 |                       asyncio.format_helpers
import time:       152 |        152 |                         asyncio.base_futures
import time:       219 |        219 |                         asyncio.exceptions
import time:       155 |        155 |                         asyncio.base_tasks
import time:       461 |        986 |                       _asyncio
import time:       539 |       1962 |                     asyncio.events
import time:       262 |        262 |                     asyncio.futures
import time:       197 |        197 |                     asyncio.protocols
import time:       274 |        274 |                       asyncio.transports
import time:       119 |        119 |                       asyncio.log
import time:       789 |       1181 |                     asyncio.sslproto
import time:       147 |        147 |                         asyncio.mixins
import time:       493 |        640 |                       asyncio.locks
import time:       435 |        435 |                         asyncio.timeouts
import time:       475 |        909 |                       asyncio.tasks
import time:       307 |       1855 |                     asyncio.staggered
import time:       195 |        195 |                     asyncio.trsock
import time:      1138 |      12290 |                   asyncio.base_events
import time:       354 |        354 |                   asyncio.runners
import time:       294 |        294 |                   asyncio.queues
import time:       395 |        395 |                   asyncio.streams
import time:       263 |        263 |                   asyncio.subprocess
import time:       174 |        174 |                   asyncio.taskgroups
import time:       118 |        118 |                   asyncio.threads
import time:       325 |        325 |                     asyncio.base_subprocess
import time:       624 |        624 |                     asyncio.selector_events
import time:       926 |       1875 |                   asyncio.unix_events
import time:       334 |      16093 |                 asyncio
import time:       180 |      16272 |               IPython.core.async_helpers
import time:      3082 |      36594 |             IPython.core.interactiveshell
import time:       220 |        220 |                         prompt_toolkit.application.current
import time:       117 |        117 |                               prompt_toolkit.eventloop.utils
import time:       253 |        370 |                             prompt_toolkit.eventloop.async_generator
import time:       241 |        241 |                             prompt_toolkit.eventloop.inputhook
import time:       137 |        747 |                           prompt_toolkit.eventloop
import time:       145 |        892 |                         prompt_toolkit.application.run_in_terminal
import time:       414 |        414 |                                 prompt_toolkit.selection
import time:       258 |        671 |                               prompt_toolkit.clipboard.base
import time:       161 |        161 |                               prompt_toolkit.clipboard.in_memory
import time:       151 |        982 |                             prompt_toolkit.clipboard
import time:       319 |        319 |                                 prompt_toolkit.cache
import time:       203 |        203 |                                 prompt_toolkit.enums
import time:       389 |        389 |                                 prompt_toolkit.filters.base
import time:       303 |       1212 |                               prompt_toolkit.filters.app
import time:       173 |        173 |                               prompt_toolkit.filters.cli
import time:       113 |        113 |                               prompt_toolkit.filters.utils
import time:       181 |       1677 |                             prompt_toolkit.filters
import time:      1806 |       4464 |                           prompt_toolkit.document
import time:       282 |       4746 |                         prompt_toolkit.auto_suggest
import time:      2409 |       2409 |                                               prompt_toolkit.keys
import time:       773 |       3182 |                                             prompt_toolkit.key_binding.key_bindings
import time:       101 |        101 |                                                     wcwidth.table_vs16
import time:       172 |        172 |                                                     wcwidth.table_wide
import time:       338 |        338 |                                                     wcwidth.table_zero
import time:       117 |        117 |                                                     wcwidth.unicode_versions
import time:       236 |        962 |                                                   wcwidth.wcwidth
import time:       238 |       1199 |                                                 wcwidth
import time:       399 |       1597 |                                               prompt_toolkit.utils
import time:       333 |       1930 |                                             prompt_toolkit.key_binding.key_processor
import time:       134 |       5244 |                                           prompt_toolkit.key_binding
import time:       399 |       5643 |                                         prompt_toolkit.key_binding.vi_state
import time:       670 |       6313 |                                       prompt_toolkit.cursor_shapes
import time:       588 |        588 |                                       prompt_toolkit.data_structures
import time:       664 |        664 |                                         prompt_toolkit.styles.base
import time:       179 |        179 |                                           prompt_toolkit.styles.named_colors
import time:       593 |        593 |                                           prompt_toolkit.styles.style
import time:       347 |       1119 |                                         prompt_toolkit.styles.defaults
import time:       233 |        233 |                                         prompt_toolkit.styles.pygments
import time:       170 |        170 |                                           colorsys
import time:       447 |        617 |                                         prompt_toolkit.styles.style_transformation
import time:       354 |       2985 |                                       prompt_toolkit.styles
import time:       593 |        593 |                                       prompt_toolkit.output.color_depth
import time:       349 |      10826 |                                     prompt_toolkit.output.base
import time:       190 |        190 |                                         prompt_toolkit.output.flush_stdout
import time:       409 |        598 |                                       prompt_toolkit.output.plain_text
import time:       167 |        764 |                                     prompt_toolkit.output.defaults
import time:       114 |      11704 |                                   prompt_toolkit.output
import time:       620 |      12323 |                                 prompt_toolkit.output.vt100
import time:       484 |        484 |                                   prompt_toolkit.mouse_events
import time:       443 |        927 |                                 prompt_toolkit.formatted_text.base
import time:       546 |      13795 |                               prompt_toolkit.formatted_text.ansi
import time:       254 |        254 |                                     xml
import time:       179 |        179 |                                     xml.dom.domreg
import time:       461 |        894 |                                   xml.dom
import time:       205 |        205 |                                   xml.dom.minicompat
import time:       277 |        277 |                                     xml.dom.NodeFilter
import time:       366 |        642 |                                   xml.dom.xmlbuilder
import time:      1153 |       2891 |                                 xml.dom.minidom
import time:       225 |       3116 |                               prompt_toolkit.formatted_text.html
import time:       157 |        157 |                               prompt_toolkit.formatted_text.pygments
import time:       151 |        151 |                               prompt_toolkit.formatted_text.utils
import time:       174 |      17391 |                             prompt_toolkit.formatted_text
import time:       395 |      17786 |                           prompt_toolkit.completion.base
import time:       145 |        145 |                           prompt_toolkit.completion.deduplicate
import time:       353 |        353 |                           prompt_toolkit.completion.filesystem
import time:       173 |        173 |                             prompt_toolkit.completion.word_completer
import time:       516 |        689 |                           prompt_toolkit.completion.fuzzy_completer
import time:       261 |        261 |                           prompt_toolkit.completion.nested
import time:       234 |      19466 |                         prompt_toolkit.completion
import time:       416 |        416 |                         prompt_toolkit.history
import time:       312 |        312 |                         prompt_toolkit.search
import time:       288 |        288 |                         prompt_toolkit.validation
import time:      1359 |      27695 |                       prompt_toolkit.buffer
import time:       271 |        271 |                           prompt_toolkit.input.base
import time:       132 |        132 |                           prompt_toolkit.input.defaults
import time:       162 |        563 |                         prompt_toolkit.input
import time:        32 |        595 |                       prompt_toolkit.input.base
import time:       108 |        108 |                       prompt_toolkit.input.typeahead
import time:        91 |         91 |                         prompt_toolkit.key_binding.bindings
import time:       128 |        128 |                         prompt_toolkit.key_binding.bindings.scroll
import time:       207 |        425 |                       prompt_toolkit.key_binding.bindings.page_navigation
import time:       427 |        427 |                                       prompt_toolkit.lexers.base
import time:       622 |        622 |                                       prompt_toolkit.lexers.pygments
import time:       166 |       1214 |                                     prompt_toolkit.lexers
import time:       624 |        624 |                                       prompt_toolkit.layout.utils
import time:       717 |       1340 |                                     prompt_toolkit.layout.processors
import time:       798 |       3350 |                                   prompt_toolkit.layout.controls
import time:       236 |        236 |                                   prompt_toolkit.layout.dimension
import time:       276 |        276 |                                   prompt_toolkit.layout.margins
import time:       150 |        150 |                                   prompt_toolkit.layout.mouse_handlers
import time:       265 |        265 |                                   prompt_toolkit.layout.screen
import time:      2484 |       6758 |                                 prompt_toolkit.layout.containers
import time:       318 |        318 |                                 prompt_toolkit.layout.layout
import time:       436 |        436 |                                 prompt_toolkit.layout.menus
import time:       260 |        260 |                                 prompt_toolkit.layout.scrollable_pane
import time:       227 |       7998 |                               prompt_toolkit.layout
import time:        40 |       8037 |                             prompt_toolkit.layout.controls
import time:       174 |        174 |                             prompt_toolkit.key_binding.bindings.completion
import time:       670 |       8880 |                           prompt_toolkit.key_binding.bindings.named_commands
import time:       210 |       9090 |                         prompt_toolkit.key_binding.bindings.basic
import time:       163 |        163 |                         prompt_toolkit.key_binding.bindings.cpr
import time:       307 |        307 |                         prompt_toolkit.key_binding.bindings.emacs
import time:       245 |        245 |                         prompt_toolkit.key_binding.bindings.mouse
import time:       304 |        304 |                             prompt_toolkit.input.ansi_escape_sequences
import time:       671 |        975 |                           prompt_toolkit.input.vt100_parser
import time:       684 |        684 |                           prompt_toolkit.key_binding.digraphs
import time:      1020 |       2679 |                         prompt_toolkit.key_binding.bindings.vi
import time:       158 |      12639 |                       prompt_toolkit.key_binding.defaults
import time:       160 |        160 |                       prompt_toolkit.key_binding.emacs_state
import time:       123 |        123 |                       prompt_toolkit.layout.dummy
import time:       544 |        544 |                       prompt_toolkit.renderer
import time:       817 |      43102 |                     prompt_toolkit.application.application
import time:       288 |        288 |                     prompt_toolkit.application.dummy
import time:       233 |      43623 |                   prompt_toolkit.application
import time:       527 |        527 |                           prompt_toolkit.widgets.toolbars
import time:       763 |       1290 |                         prompt_toolkit.widgets.base
import time:       108 |        108 |                           prompt_toolkit.key_binding.bindings.focus
import time:       203 |        311 |                         prompt_toolkit.widgets.dialogs
import time:       311 |        311 |                         prompt_toolkit.widgets.menus
import time:       163 |       2073 |                       prompt_toolkit.widgets
import time:       312 |       2384 |                     prompt_toolkit.shortcuts.choice_input
import time:       249 |        249 |                     prompt_toolkit.shortcuts.dialogs
import time:       119 |        119 |                             xml.parsers
import time:       177 |        177 |                               pyexpat
import time:       169 |        345 |                             xml.parsers.expat
import time:       646 |       1109 |                           xml.dom.expatbuilder
import time:      1149 |       2258 |                         prompt_toolkit.shortcuts.progress_bar.formatters
import time:       402 |       2660 |                       prompt_toolkit.shortcuts.progress_bar.base
import time:       142 |       2801 |                     prompt_toolkit.shortcuts.progress_bar
import time:       164 |        164 |                       prompt_toolkit.key_binding.bindings.auto_suggest
import time:       134 |        134 |                       prompt_toolkit.key_binding.bindings.open_in_editor
import time:       959 |       1256 |                     prompt_toolkit.shortcuts.prompt
import time:       200 |        200 |                     prompt_toolkit.shortcuts.utils
import time:       200 |       7088 |                   prompt_toolkit.shortcuts
import time:       566 |        566 |                     email.feedparser
import time:       229 |        795 |                   email.parser
import time:      2602 |      54107 |                 prompt_toolkit
import time:        37 |      54143 |               prompt_toolkit.auto_suggest
import time:       305 |        305 |               prompt_toolkit.patch_stdout
import time:        88 |         88 |                   unicodedata
import time:        81 |         81 |                     _uuid
import time:       490 |        571 |                   uuid
import time:      4280 |       4280 |                   IPython.core.guarded_eval
import time:       719 |        719 |                   IPython.core.latex_symbols
import time:       157 |        157 |                   IPython.utils.generics
import time:       547 |        547 |                             parso.utils
import time:       489 |       1035 |                           parso.tree
import time:       115 |        115 |                                     parso.python
import time:       937 |        937 |                                     parso.python.token
import time:      2639 |       3690 |                                   parso.python.tokenize
import time:       242 |       3931 |                                 parso.pgen2.grammar_parser
import time:       491 |       4422 |                               parso.pgen2.generator
import time:       141 |       4562 |                             parso.pgen2
import time:        31 |       4593 |                           parso.pgen2.generator
import time:       575 |       6202 |                         parso.parser
import time:       109 |        109 |                           parso._compatibility
import time:      1766 |       1766 |                             difflib
import time:       564 |        564 |                                 parso.python.prefix
import time:      1490 |       2054 |                               parso.python.tree
import time:       256 |       2309 |                             parso.python.parser
import time:       565 |       4640 |                           parso.python.diff
import time:        59 |         59 |                             gc
import time:       319 |        378 |                           parso.cache
import time:       438 |        438 |                             parso.normalizer
import time:      1007 |       1444 |                           parso.python.errors
import time:       491 |        491 |                           parso.python.pep8
import time:       186 |        186 |                           parso.file_io
import time:       526 |       7770 |                         parso.grammar
import time:       177 |      14148 |                       parso
import time:       372 |        372 |                       jedi.parser_utils
import time:        91 |         91 |                         colorama
import time:       267 |        357 |                       jedi.debug
import time:       144 |        144 |                       jedi.settings
import time:       219 |        219 |                       jedi.cache
import time:       251 |        251 |                       jedi.file_io
import time:       182 |        182 |                                 jedi.inference.cache
import time:       234 |        234 |                                   jedi.inference.helpers
import time:       389 |        389 |                                   jedi.inference.utils
import time:       589 |       1211 |                                 jedi.inference.base_value
import time:       337 |       1729 |                               jedi.inference.sys_path
import time:       174 |        174 |                                       jedi.inference.recursion
import time:       328 |        502 |                                     jedi.inference.flow_analysis
import time:       205 |        205 |                                           jedi.common
import time:       215 |        420 |                                         jedi.inference.lazy_value
import time:       463 |        882 |                                       jedi.inference.docstrings
import time:       164 |        164 |                                       jedi.plugins
import time:       893 |       1938 |                                     jedi.inference.names
import time:       978 |       3417 |                                   jedi.inference.filters
