import time: self [us] | cumulative | imported package
import time:        84 |         84 |           math
import time:        62 |         62 |           select
import time:       706 |        851 |         selectors
import time:        77 |         77 |         errno
import time:       107 |        107 |         array
import time:      1662 |       2931 |       socket
import time:       187 |        187 |           _struct
import time:       168 |        354 |         struct
import time:       268 |        268 |         _compat_pickle
import time:       124 |        124 |         _pickle
import time:       965 |       1708 |       pickle
import time:        45 |         45 |           _heapq
import time:       181 |        226 |         heapq
import time:       318 |        318 |         _queue
import time:       359 |        903 |       queue
import time:       252 |        252 |       copy
import time:       891 |       6683 |     logging.handlers
import time:       179 |        179 |       fnmatch
import time:       120 |        120 |         urllib
import time:      1877 |       1877 |         ipaddress
import time:      1097 |       3093 |       urllib.parse
import time:       164 |        164 |         _winapi
import time:        58 |         58 |         nt
import time:        51 |         51 |         nt
import time:        47 |         47 |         nt
import time:        48 |         48 |         nt
import time:        47 |         47 |         nt
import time:        46 |         46 |         nt
import time:       127 |        585 |       ntpath
import time:       894 |       4749 |     pathlib
import time:       138 |        138 |             IPython.core
import time:       185 |        323 |           IPython.core.getipython
import time:        98 |         98 |           IPython.core.release
import time:       107 |        107 |               zlib
import time:       305 |        305 |                 _compression
import time:       379 |        379 |                 _bz2
import time:       503 |       1186 |               bz2
import time:       322 |        322 |                 _lzma
import time:       345 |        666 |               lzma
import time:       702 |       2660 |             shutil
import time:        57 |         57 |                     _typing
import time:      3574 |       3630 |                   typing
import time:        87 |         87 |                         _ast
import time:      1357 |       1443 |                       ast
import time:        51 |         51 |                           _opcode
import time:       558 |        608 |                         opcode
import time:       920 |       1528 |                       dis
import time:       205 |        205 |                         importlib
import time:        73 |        277 |                       importlib.machinery
import time:      2377 |       5623 |                     inspect
import time:       159 |        159 |                       traitlets.utils
import time:       224 |        383 |                     traitlets.utils.bunch
import time:       135 |        135 |                     traitlets.utils.descriptions
import time:       132 |        132 |                     traitlets.utils.getargspec
import time:       140 |        140 |                     traitlets.utils.importstring
import time:       131 |        131 |                     traitlets.utils.sentinel
import time:       114 |        114 |                     traitlets.utils.warnings
import time:      3407 |      10062 |                   traitlets.traitlets
import time:       263 |        263 |                   traitlets._version
import time:       135 |        135 |                   traitlets.utils.decorators
import time:       312 |      14401 |                 traitlets
import time:       196 |        196 |                         _json
import time:       478 |        673 |                       json.scanner
import time:       465 |       1138 |                     json.decoder
import time:       451 |        451 |                     json.encoder
import time:       245 |       1833 |                   json
import time:       631 |        631 |                     dataclasses
import time:       355 |        986 |                   pprint
import time:       607 |        607 |                     socketserver
import time:      1298 |       1904 |                   logging.config
import time:       115 |        115 |                     traitlets.utils.text
import time:      1264 |       1264 |                         gettext
import time:      1074 |       2338 |                       argparse
import time:      1261 |       3598 |                     traitlets.config.loader
import time:       897 |       4610 |                   traitlets.config.configurable
import time:       125 |        125 |                   traitlets.utils.nested_update
import time:      1125 |      10581 |                 traitlets.config.application
import time:       155 |      25135 |               traitlets.config
import time:        24 |      25159 |             traitlets.config.application
import time:      1308 |       1308 |                       html.entities
import time:       409 |       1716 |                     html
import time:       234 |        234 |                         executing._utils
import time:       155 |        155 |                           executing._exceptions
import time:       451 |        605 |                         executing._position_node_finder
import time:       714 |       1552 |                       executing.executing
import time:       120 |        120 |                       executing._pytest_utils
import time:        87 |         87 |                       executing.version
import time:       339 |       2098 |                     executing
import time:        56 |         56 |                             _bisect
import time:       135 |        190 |                           bisect
import time:       224 |        414 |                         asttokens.line_numbers
import time:        77 |         77 |                               astroid
import time:        41 |        118 |                             astroid.nodes
import time:      1447 |       1565 |                           asttokens.util
import time:       300 |       1864 |                         asttokens.asttokens
import time:       144 |       2421 |                       asttokens
import time:        20 |       2440 |                     asttokens.util
import time:       672 |        672 |                                 numbers
import time:      1044 |       1715 |                               _decimal
import time:       193 |       1908 |                             decimal
import time:      2347 |       2347 |                             fractions
import time:       411 |       4665 |                           pure_eval.utils
import time:       227 |       4891 |                         pure_eval.my_getattr_static
import time:       523 |       5414 |                       pure_eval.core
import time:       120 |        120 |                       pure_eval.version
import time:       226 |       5759 |                     pure_eval
import time:       461 |        461 |                     stack_data.utils
import time:      1449 |      13921 |                   stack_data.core
import time:       319 |        319 |                   stack_data.formatting
import time:       267 |        267 |                   stack_data.serializing
import time:        99 |         99 |                   stack_data.version
import time:       240 |      14843 |                 stack_data
import time:       165 |        165 |                     pygments
import time:       278 |        278 |                     pygments.formatters._mapping
import time:        78 |         78 |                           _csv
import time:       363 |        441 |                         csv
import time:       148 |        148 |                         email
import time:        91 |         91 |                           binascii
import time:       155 |        155 |                             importlib._abc
import time:       140 |        294 |                           importlib.util
import time:       137 |        137 |                             zipfile._path.glob
import time:       399 |        536 |                           zipfile._path
import time:      1065 |       1984 |                         zipfile
import time:       208 |        208 |                             quopri
import time:        96 |         96 |                                 _random
import time:        76 |         76 |                                 _sha2
import time:       464 |        635 |                               random
import time:       113 |        113 |                                     _locale
import time:      1825 |       1938 |                                   locale
import time:      1179 |       3116 |                                 calendar
import time:       308 |       3423 |                               email._parseaddr
import time:       533 |        533 |                                   base64
import time:       196 |        729 |                                 email.base64mime
import time:       408 |        408 |                                 email.quoprimime
import time:      1014 |       1014 |                                 email.errors
import time:       207 |        207 |                                 email.encoders
import time:       380 |       2736 |                               email.charset
import time:       761 |       7554 |                             email.utils
import time:      1050 |       1050 |                               email.header
import time:       446 |       1496 |                             email._policybase
import time:       435 |        435 |                             email._encoded_words
import time:       207 |        207 |                             email.iterators
import time:       824 |      10721 |                           email.message
import time:       144 |        144 |                             importlib.metadata._functools
import time:       240 |        383 |                           importlib.metadata._text
import time:       509 |      11612 |                         importlib.metadata._adapters
import time:       550 |        550 |                         importlib.metadata._meta
import time:       375 |        375 |                         importlib.metadata._collections
import time:       135 |        135 |                         importlib.metadata._itertools
import time:       640 |        640 |                               tempfile
import time:       446 |        446 |                               importlib.resources.abc
import time:       324 |        324 |                               importlib.resources._adapters
import time:       446 |       1854 |                             importlib.resources._common
import time:       209 |        209 |                             importlib.resources._legacy
import time:       142 |       2205 |                           importlib.resources
import time:       400 |       2604 |                         importlib.abc
import time:      1381 |      19226 |                       importlib.metadata
import time:       140 |      19365 |                     pygments.plugin
import time:       772 |        772 |                     pygments.util
import time:       303 |      20881 |                   pygments.formatters
import time:       217 |        217 |                       pygments.styles._mapping
import time:       185 |        402 |                     pygments.styles
import time:       181 |        583 |                   pygments.formatter
import time:       137 |        137 |                   pygments.console
import time:       445 |        445 |                     pygments.token
import time:       351 |        795 |                   pygments.style
import time:       290 |      22685 |                 pygments.formatters.terminal256
import time:       129 |        129 |                 IPython.utils
import time:       341 |        341 |                   glob
import time:      1755 |       1755 |                         signal
import time:       104 |        104 |                         fcntl
import time:        83 |         83 |                         msvcrt
import time:        34 |         34 |                         _posixsubprocess
import time:       756 |       2731 |                       subprocess
import time:       293 |        293 |                         shlex
import time:        77 |         77 |                             _wmi
import time:       664 |        740 |                           platform
import time:       137 |        137 |                           IPython.utils.encoding
import time:       519 |       1395 |                         IPython.utils.py3compat
import time:       263 |       1950 |                       IPython.utils._process_common
import time:       211 |       4890 |                     IPython.utils._process_posix
import time:       147 |       5037 |                   IPython.utils.process
import time:       286 |       5662 |                 IPython.utils.path
import time:       456 |        456 |                   pygments.styles.monokai
import time:       339 |        339 |                   pygments.styles.default
import time:       364 |        364 |                   pygments.styles.pastie
import time:       506 |        506 |                   pygments.styles.gruvbox
import time:     15236 |      16899 |                 IPython.utils.PyColorize
import time:       178 |        178 |                 IPython.utils.terminal
import time:       320 |        320 |                 IPython.core.display_trap
import time:       408 |        408 |                       pkgutil
import time:       492 |        492 |                       sysconfig
import time:       655 |        655 |                       _sysconfigdata__x86_64-linux-gnu
import time:      2037 |       3590 |                     pydoc
import time:       175 |        175 |                         codeop
import time:       271 |        445 |                       IPython.core.debugger_backport
import time:       236 |        236 |                         cmd
import time:       455 |        455 |                         bdb
import time:       220 |        220 |                         code
import time:       821 |       1730 |                       pdb
import time:       631 |       2805 |                     IPython.core.debugger
import time:       499 |       6893 |                   IPython.core.tbtools
import time:       354 |       7246 |                 IPython.core.doctb
import time:       643 |      68602 |               IPython.core.ultratb
import time:        96 |         96 |                 IPython.utils._sysinfo
import time:       190 |        286 |               IPython.utils.sysinfo
import time:       291 |      69178 |             IPython.core.crashhandler
import time:       110 |        110 |                 IPython.utils.importstring
import time:       186 |        295 |               IPython.paths
import time:       678 |        973 |             IPython.core.profiledir
import time:       869 |      98836 |           IPython.core.application
import time:       134 |        134 |             IPython.terminal
import time:      2180 |       2180 |                 _hashlib
import time:       743 |        743 |                 _blake2
import time:       315 |       3237 |               hashlib
import time:       183 |       3420 |             IPython.core.compilerop
import time:       204 |        204 |               IPython.core.error
import time:        96 |         96 |                 IPython.utils.docs
import time:       128 |        224 |               IPython.utils.decorators
import time:       670 |        670 |               IPython.utils.text
import time:       460 |       1556 |             IPython.core.magic_arguments
import time:       208 |        208 |               getopt
import time:       159 |        159 |                     IPython.core.display_functions
import time:        71 |         71 |                         _winapi
import time:        55 |         55 |                         winreg
import time:       312 |        437 |                       mimetypes
import time:       130 |        130 |                         IPython.testing
import time:       159 |        289 |                       IPython.testing.skipdoctest
import time:       552 |       1277 |                     IPython.core.display
import time:       105 |        105 |                       IPython.lib
import time:       608 |        712 |                     IPython.lib.display
import time:       186 |       2332 |                   IPython.display
import time:       131 |        131 |                   IPython.utils.data
import time:       442 |       2904 |                 IPython.core.page
import time:       566 |        566 |                 IPython.lib.pretty
import time:       379 |        379 |                 IPython.utils.openpy
import time:       118 |        118 |                 IPython.utils.dir2
import time:       163 |        163 |                 IPython.utils.wildcard
import time:      1450 |       1450 |                   pygments.lexers._mapping
import time:       337 |        337 |                   pygments.modeline
import time:       275 |       2061 |                 pygments.lexers
import time:       151 |        151 |                     pygments.filter
import time:       574 |        574 |                     pygments.filters
import time:       215 |        215 |                     pygments.regexopt
import time:       687 |       1625 |                   pygments.lexer
import time:       641 |        641 |                   pygments.unistring
import time:      1030 |       3295 |                 pygments.lexers.python
import time:        87 |         87 |                   ctags
import time:       399 |        485 |                 pygments.formatters.html
import time:      2305 |      12272 |               IPython.core.oinspect
import time:       568 |        568 |                 IPython.utils.tokenutil
import time:      1541 |       2109 |               IPython.core.inputtransformer2
import time:       191 |        191 |               IPython.utils.ipstruct
import time:       966 |      15744 |             IPython.core.magic
import time:       109 |        109 |               runpy
import time:       124 |        124 |                 IPython.external
import time:        76 |         76 |                 cPickle
import time:       330 |        528 |               IPython.external.pickleshare
import time:       162 |        162 |               IPython.core.hooks
import time:       172 |        172 |                 IPython.core.autocall
import time:       247 |        247 |                 IPython.core.macro
import time:       457 |        457 |                 IPython.core.splitinput
import time:      2915 |       3789 |               IPython.core.prefilter
import time:       580 |        580 |               IPython.core.alias
import time:       444 |        444 |               IPython.core.builtin_trap
import time:       593 |        593 |                   decorator
import time:       784 |        784 |                       _sqlite3
import time:       309 |       1093 |                     sqlite3.dbapi2
import time:       187 |       1280 |                   sqlite3
import time:      2788 |       4660 |                 IPython.core.history
import time:       489 |       5148 |               IPython.core.displayhook
import time:       567 |        567 |               IPython.core.displaypub
import time:       255 |        255 |               IPython.core.events
import time:       337 |        337 |               IPython.core.extensions
import time:       127 |        127 |                 IPython.utils.sentinel
import time:      2833 |       2960 |               IPython.core.formatters
import time:       250 |        250 |               IPython.core.logger
import time:       321 |        321 |               IPython.core.payload
import time:       173 |        173 |               IPython.core.tips
import time:       126 |        126 |               IPython.core.usage
import time:      1331 |       1331 |                 IPython.utils.capture
import time:       157 |       1488 |               IPython.utils.io
import time:       158 |        158 |               IPython.utils.strdispatch
import time:       126 |        126 |               IPython.utils.syspathcontext
import time:        68 |         68 |                 docrepr
import time:        24 |         91 |               docrepr.sphinxify
import time:       129 |        129 |                       concurrent
import time:       680 |        680 |                       concurrent.futures._base
import time:       195 |       1003 |                     concurrent.futures
import time:      1442 |       1442 |                       _ssl
import time:      2459 |       3901 |                     ssl
import time:       252 |        252 |                     asyncio.constants
import time:       138 |        138 |                     asyncio.coroutines
import time:       145 |        145 |                         _contextvars
import time:       141 |        286 |                       contextvars
import time:       138 |        138 |                       asyncio.format_helpers
import time:       173 |        173 |                         asyncio.base_futures
import time:       199 |        199 |                         asyncio.exceptions
import time:       132 |        132 |                         asyncio.base_tasks
import time:       461 |        963 |                       _asyncio
import time:       533 |       1918 |                     asyncio.events
import time:       250 |        250 |                     asyncio.futures
import time:       203 |        203 |                     asyncio.protocols
import time:       330 |        330 |                       asyncio.transports
import time:       117 |        117 |                       asyncio.log
import time:       802 |       1247 |                     asyncio.sslproto
import time:       128 |        128 |                         asyncio.mixins
import time:       525 |        652 |                       asyncio.locks
import time:       529 |        529 |                         asyncio.timeouts
import time:       463 |        991 |                       asyncio.tasks
import time:       319 |       1961 |                     asyncio.staggered
import time:       158 |        158 |                     asyncio.trsock
import time:      1134 |      12161 |                   asyncio.base_events
import time:       376 |        376 |                   asyncio.runners
import time:       367 |        367 |                   asyncio.queues
import time:       590 |        590 |                   asyncio.streams
import time:       358 |        358 |                   asyncio.subprocess
import time:       259 |        259 |                   asyncio.taskgroups
import time:       155 |        155 |                   asyncio.threads
import time:       293 |        293 |                     asyncio.base_subprocess
import time:       566 |        566 |                     asyncio.selector_events
import time:       923 |       1781 |                   asyncio.unix_events
import time:       313 |      16356 |                 asyncio
import time:       171 |      16526 |               IPython.core.async_helpers
import time:      3173 |      37303 |             IPython.core.interactiveshell
import time:       202 |        202 |                         prompt_toolkit.application.current
import time:       130 |        130 |                               prompt_toolkit.eventloop.utils
import time:       228 |        357 |                             prompt_toolkit.eventloop.async_generator
import time:       228 |        228 |                             prompt_toolkit.eventloop.inputhook
import time:       135 |        720 |                           prompt_toolkit.eventloop
import time:       141 |        861 |                         prompt_toolkit.application.run_in_terminal
import time:       414 |        414 |                                 prompt_toolkit.selection
import time:       244 |        658 |                               prompt_toolkit.clipboard.base
import time:       153 |        153 |                               prompt_toolkit.clipboard.in_memory
import time:       151 |        961 |                             prompt_toolkit.clipboard
import time:       301 |        301 |                                 prompt_toolkit.cache
import time:       206 |        206 |                                 prompt_toolkit.enums
import time:       317 |        317 |                                 prompt_toolkit.filters.base
import time:       298 |       1119 |                               prompt_toolkit.filters.app
import time:       180 |        180 |                               prompt_toolkit.filters.cli
import time:       123 |        123 |                               prompt_toolkit.filters.utils
import time:       191 |       1611 |                             prompt_toolkit.filters
import time:      1882 |       4453 |                           prompt_toolkit.document
import time:       292 |       4744 |                         prompt_toolkit.auto_suggest
import time:      2484 |       2484 |                                               prompt_toolkit.keys
import time:       725 |       3208 |                                             prompt_toolkit.key_binding.key_bindings
import time:       102 |        102 |                                                     wcwidth.table_vs16
import time:       148 |        148 |                                                     wcwidth.table_wide
import time:       364 |        364 |                                                     wcwidth.table_zero
import time:       106 |        106 |                                                     wcwidth.unicode_versions
import time:       242 |        960 |                                                   wcwidth.wcwidth
import time:       234 |       1194 |                                                 wcwidth
import time:       402 |       1595 |                                               prompt_toolkit.utils
import time:       338 |       1933 |                                             prompt_toolkit.key_binding.key_processor
import time:       130 |       5270 |                                           prompt_toolkit.key_binding
import time:       392 |       5662 |                                         prompt_toolkit.key_binding.vi_state
import time:       665 |       6326 |                                       prompt_toolkit.cursor_shapes
import time:       617 |        617 |                                       prompt_toolkit.data_structures
import time:       668 |        668 |                                         prompt_toolkit.styles.base
import time:       168 |        168 |                                           prompt_toolkit.styles.named_colors
import time:       581 |        581 |                                           prompt_toolkit.styles.style
import time:       339 |       1087 |                                         prompt_toolkit.styles.defaults
import time:       213 |        213 |                                         prompt_toolkit.styles.pygments
import time:       142 |        142 |                                           colorsys
import time:       437 |        579 |                                         prompt_toolkit.styles.style_transformation
import time:       330 |       2874 |                                       prompt_toolkit.styles
import time:       617 |        617 |                                       prompt_toolkit.output.color_depth
import time:       360 |      10793 |                                     prompt_toolkit.output.base
import time:       219 |        219 |                                         prompt_toolkit.output.flush_stdout
import time:       445 |        664 |                                       prompt_toolkit.output.plain_text
import time:       179 |        842 |                                     prompt_toolkit.output.defaults
import time:       114 |      11747 |                                   prompt_toolkit.output
import time:       591 |      12338 |                                 prompt_toolkit.output.vt100
import time:       415 |        415 |                                   prompt_toolkit.mouse_events
import time:       462 |        877 |                                 prompt_toolkit.formatted_text.base
import time:       529 |      13743 |                               prompt_toolkit.formatted_text.ansi
import time:       208 |        208 |                                     xml
import time:       171 |        171 |                                     xml.dom.domreg
import time:       453 |        830 |                                   xml.dom
import time:       184 |        184 |                                   xml.dom.minicompat
import time:       256 |        256 |                                     xml.dom.NodeFilter
import time:       331 |        586 |                                   xml.dom.xmlbuilder
import time:      1091 |       2690 |                                 xml.dom.minidom
import time:       214 |       2903 |                               prompt_toolkit.formatted_text.html
import time:       148 |        148 |                               prompt_toolkit.formatted_text.pygments
import time:       129 |        129 |                               prompt_toolkit.formatted_text.utils
import time:       159 |      17081 |                             prompt_toolkit.formatted_text
import time:       379 |      17460 |                           prompt_toolkit.completion.base
import time:       137 |        137 |                           prompt_toolkit.completion.deduplicate
import time:       389 |        389 |                           prompt_toolkit.completion.filesystem
import time:       151 |        151 |                             prompt_toolkit.completion.word_completer
import time:       426 |        576 |                           prompt_toolkit.completion.fuzzy_completer
import time:       267 |        267 |                           prompt_toolkit.completion.nested
import time:       242 |      19069 |                         prompt_toolkit.completion
import time:       359 |        359 |                         prompt_toolkit.history
import time:       285 |        285 |                         prompt_toolkit.search
import time:       377 |        377 |                         prompt_toolkit.validation
import time:      1412 |      27306 |                       prompt_toolkit.buffer
import time:       279 |        279 |                           prompt_toolkit.input.base
import time:       143 |        143 |                           prompt_toolkit.input.defaults
import time:       166 |        587 |                         prompt_toolkit.input
import time:        34 |        620 |                       prompt_toolkit.input.base
import time:       112 |        112 |                       prompt_toolkit.input.typeahead
import time:        95 |         95 |                         prompt_toolkit.key_binding.bindings
import time:       184 |        184 |                         prompt_toolkit.key_binding.bindings.scroll
import time:       192 |        471 |                       prompt_toolkit.key_binding.bindings.page_navigation
import time:       409 |        409 |                                       prompt_toolkit.lexers.base
import time:       626 |        626 |                                       prompt_toolkit.lexers.pygments
import time:       180 |       1214 |                                     prompt_toolkit.lexers
import time:       652 |        652 |                                       prompt_toolkit.layout.utils
import time:       645 |       1297 |                                     prompt_toolkit.layout.processors
import time:       750 |       3261 |                                   prompt_toolkit.layout.controls
import time:       242 |        242 |                                   prompt_toolkit.layout.dimension
import time:       270 |        270 |                                   prompt_toolkit.layout.margins
import time:       154 |        154 |                                   prompt_toolkit.layout.mouse_handlers
import time:       263 |        263 |                                   prompt_toolkit.layout.screen
import time:      2581 |       6769 |                                 prompt_toolkit.layout.containers
import time:       332 |        332 |                                 prompt_toolkit.layout.layout
import time:       471 |        471 |                                 prompt_toolkit.layout.menus
import time:       259 |        259 |                                 prompt_toolkit.layout.scrollable_pane
import time:       208 |       8038 |                               prompt_toolkit.layout
import time:        38 |       8076 |                             prompt_toolkit.layout.controls
import time:       193 |        193 |                             prompt_toolkit.key_binding.bindings.completion
import time:       657 |       8924 |                           prompt_toolkit.key_binding.bindings.named_commands
import time:       219 |       9143 |                         prompt_toolkit.key_binding.bindings.basic
import time:       151 |        151 |                         prompt_toolkit.key_binding.bindings.cpr
import time:       297 |        297 |                         prompt_toolkit.key_binding.bindings.emacs
import time:       270 |        270 |                         prompt_toolkit.key_binding.bindings.mouse
import time:       301 |        301 |                             prompt_toolkit.input.ansi_escape_sequences
import time:       705 |       1006 |                           prompt_toolkit.input.vt100_parser
import time:       595 |        595 |                           prompt_toolkit.key_binding.digraphs
import time:      1244 |       2844 |                         prompt_toolkit.key_binding.bindings.vi
import time:       192 |      12893 |                       prompt_toolkit.key_binding.defaults
import time:       152 |        152 |                       prompt_toolkit.key_binding.emacs_state
import time:       132 |        132 |                       prompt_toolkit.layout.dummy
import time:       499 |        499 |                       prompt_toolkit.renderer
import time:       871 |      43052 |                     prompt_toolkit.application.application
import time:       229 |        229 |                     prompt_toolkit.application.dummy
import time:       270 |      43550 |                   prompt_toolkit.application
import time:       464 |        464 |                           prompt_toolkit.widgets.toolbars
import time:       736 |       1199 |                         prompt_toolkit.widgets.base
import time:       117 |        117 |                           prompt_toolkit.key_binding.bindings.focus
import time:       207 |        323 |                         prompt_toolkit.widgets.dialogs
import time:       261 |        261 |                         prompt_toolkit.widgets.menus
import time:       164 |       1945 |                       prompt_toolkit.widgets
import time:       282 |       2227 |                     prompt_toolkit.shortcuts.choice_input
import time:       237 |        237 |                     prompt_toolkit.shortcuts.dialogs
import time:       121 |        121 |                             xml.parsers
import time:       171 |        171 |                               pyexpat
import time:       164 |        335 |                             xml.parsers.expat
import time:       669 |       1125 |                           xml.dom.expatbuilder
import time:      1143 |       2267 |                         prompt_toolkit.shortcuts.progress_bar.formatters
import time:       441 |       2707 |                       prompt_toolkit.shortcuts.progress_bar.base
import time:       154 |       2861 |                     prompt_toolkit.shortcuts.progress_bar
import time:       235 |        235 |                       prompt_toolkit.key_binding.bindings.auto_suggest
import time:       220 |        220 |                       prompt_toolkit.key_binding.bindings.open_in_editor
import time:      1242 |       1697 |                     prompt_toolkit.shortcuts.prompt
import time:       235 |        235 |                     prompt_toolkit.shortcuts.utils
import time:       193 |       7448 |                   prompt_toolkit.shortcuts
import time:       602 |        602 |                     email.feedparser
import time:       216 |        818 |                   email.parser
import time:      2532 |      54347 |                 prompt_toolkit
import time:        45 |      54391 |               prompt_toolkit.auto_suggest
import time:       254 |        254 |               prompt_toolkit.patch_stdout
import time:        86 |         86 |                   unicodedata
import time:        84 |         84 |                     _uuid
import time:       498 |        581 |                   uuid
import time:      4142 |       4142 |                   IPython.core.guarded_eval
import time:       711 |        711 |                   IPython.core.latex_symbols
import time:       162 |        162 |                   IPython.utils.generics
import time:       466 |        466 |                             parso.utils
import time:       499 |        964 |                           parso.tree
import time:        99 |         99 |                                     parso.python
import time:       859 |        859 |                                     parso.python.token
import time:      2412 |       3369 |                                   parso.python.tokenize
import time:       257 |       3625 |                                 parso.pgen2.grammar_parser
import time:       453 |       4077 |                               parso.pgen2.generator
import time:       142 |       4219 |                             parso.pgen2
import time:        34 |       4253 |                           parso.pgen2.generator
import time:       531 |       5747 |                         parso.parser
import time:       130 |        130 |                           parso._compatibility
import time:      1607 |       1607 |                             difflib
import time:       549 |        549 |                                 parso.python.prefix
import time:      1503 |       2052 |                               parso.python.tree
import time:       247 |       2299 |                             parso.python.parser
import time:       542 |       4446 |                           parso.python.diff
import time:        62 |         62 |                             gc
import time:       313 |        374 |                           parso.cache
import time:       437 |        437 |                             parso.normalizer
import time:       972 |       1409 |                           parso.python.errors
import time:       467 |        467 |                           parso.python.pep8
import time:       179 |        179 |                           parso.file_io
import time:       457 |       7459 |                         parso.grammar
import time:       161 |      13366 |                       parso
import time:       355 |        355 |                       jedi.parser_utils
import time:        72 |         72 |                         colorama
import time:       245 |        317 |                       jedi.debug
import time:       131 |        131 |                       jedi.settings
import time:       202 |        202 |                       jedi.cache
import time:       226 |        226 |                       jedi.file_io
import time:       174 |        174 |                                 jedi.inference.cache
import time:       301 |        301 |                                   jedi.inference.helpers
import time:       476 |        476 |                                   jedi.inference.utils
import time:       609 |       1385 |                                 jedi.inference.base_value
import time:       355 |       1914 |                               jedi.inference.sys_path
import time:       184 |        184 |                                       jedi.inference.recursion
import time:       338 |        521 |                                     jedi.inference.flow_analysis
import time:       200 |        200 |                                           jedi.common
import time:       216 |        416 |                                         jedi.inference.lazy_value
import time:       464 |        880 |                                       jedi.inference.docstrings
import time:       180 |        180 |                                       jedi.plugins
import time:       917 |       1976 |                                     jedi.inference.names
import time:      1043 |       3539 |                                   jedi.inference.filters
