import time: self [us] | cumulative | imported package
import time:       596 |        596 |                     asyncio.selector_events
import time:       872 |       1739 |                   asyncio.unix_events
import time:       288 |      16210 |                 asyncio
import time:       180 |      16389 |               IPython.core.async_helpers
import time:      2874 |      35944 |             IPython.core.interactiveshell
import time:       229 |        229 |                         prompt_toolkit.application.current
import time:       116 |        116 |                               prompt_toolkit.eventloop.utils
import time:       243 |        358 |                             prompt_toolkit.eventloop.async_generator
import time:       234 |        234 |                             prompt_toolkit.eventloop.inputhook
import time:       129 |        721 |                           prompt_toolkit.eventloop
import time:       147 |        868 |                         prompt_toolkit.application.run_in_terminal
import time:       458 |        458 |                                 prompt_toolkit.selection
import time:       283 |        741 |                               prompt_toolkit.clipboard.base
import time:       177 |        177 |                               prompt_toolkit.clipboard.in_memory
import time:       147 |       1063 |                             prompt_toolkit.clipboard
import time:       292 |        292 |                                 prompt_toolkit.cache
import time:       207 |        207 |                                 prompt_toolkit.enums
import time:       337 |        337 |                                 prompt_toolkit.filters.base
import time:       296 |       1131 |                               prompt_toolkit.filters.app
import time:       160 |        160 |                               prompt_toolkit.filters.cli
import time:       112 |        112 |                               prompt_toolkit.filters.utils
import time:       187 |       1589 |                             prompt_toolkit.filters
import time:      1793 |       4444 |                           prompt_toolkit.document
import time:       301 |       4745 |                         prompt_toolkit.auto_suggest
import time:      2385 |       2385 |                                               prompt_toolkit.keys
import time:       750 |       3135 |                                             prompt_toolkit.key_binding.key_bindings
import time:       100 |        100 |                                                     wcwidth.table_vs16
import time:       173 |        173 |                                                     wcwidth.table_wide
import time:       367 |        367 |                                                     wcwidth.table_zero
import time:       112 |        112 |                                                     wcwidth.unicode_versions
import time:       246 |        996 |                                                   wcwidth.wcwidth
import time:       256 |       1251 |                                                 wcwidth
import time:       407 |       1658 |                                               prompt_toolkit.utils
import time:       344 |       2001 |                                             prompt_toolkit.key_binding.key_processor
import time:       136 |       5271 |                                           prompt_toolkit.key_binding
import time:       411 |       5681 |                                         prompt_toolkit.key_binding.vi_state
import time:       664 |       6345 |                                       prompt_toolkit.cursor_shapes
import time:       620 |        620 |                                       prompt_toolkit.data_structures
import time:       665 |        665 |                                         prompt_toolkit.styles.base
import time:       161 |        161 |                                           prompt_toolkit.styles.named_colors
import time:       585 |        585 |                                           prompt_toolkit.styles.style
import time:       334 |       1079 |                                         prompt_toolkit.styles.defaults
import time:       195 |        195 |                                         prompt_toolkit.styles.pygments
import time:       144 |        144 |                                           colorsys
import time:       448 |        592 |                                         prompt_toolkit.styles.style_transformation
import time:       319 |       2847 |                                       prompt_toolkit.styles
import time:       613 |        613 |                                       prompt_toolkit.output.color_depth
import time:       335 |      10758 |                                     prompt_toolkit.output.base
import time:       172 |        172 |                                         prompt_toolkit.output.flush_stdout
import time:       413 |        584 |                                       prompt_toolkit.output.plain_text
import time:       191 |        775 |                                     prompt_toolkit.output.defaults
import time:       120 |      11652 |                                   prompt_toolkit.output
import time:       630 |      12282 |                                 prompt_toolkit.output.vt100
import time:       416 |        416 |                                   prompt_toolkit.mouse_events
import time:       440 |        856 |                                 prompt_toolkit.formatted_text.base
import time:       532 |      13669 |                               prompt_toolkit.formatted_text.ansi
import time:       205 |        205 |                                     xml
import time:       165 |        165 |                                     xml.dom.domreg
import time:       442 |        811 |                                   xml.dom
import time:       176 |        176 |                                   xml.dom.minicompat
import time:       241 |        241 |                                     xml.dom.NodeFilter
import time:       325 |        566 |                                   xml.dom.xmlbuilder
import time:      1111 |       2662 |                                 xml.dom.minidom
import time:       206 |       2867 |                               prompt_toolkit.formatted_text.html
import time:       135 |        135 |                               prompt_toolkit.formatted_text.pygments
import time:       116 |        116 |                               prompt_toolkit.formatted_text.utils
import time:       152 |      16938 |                             prompt_toolkit.formatted_text
import time:       402 |      17339 |                           prompt_toolkit.completion.base
import time:       125 |        125 |                           prompt_toolkit.completion.deduplicate
import time:       332 |        332 |                           prompt_toolkit.completion.filesystem
import time:       152 |        152 |                             prompt_toolkit.completion.word_completer
import time:       439 |        591 |                           prompt_toolkit.completion.fuzzy_completer
import time:       262 |        262 |                           prompt_toolkit.completion.nested
import time:       243 |      18890 |                         prompt_toolkit.completion
import time:       363 |        363 |                         prompt_toolkit.history
import time:       271 |        271 |                         prompt_toolkit.search
import time:       313 |        313 |                         prompt_toolkit.validation
import time:      1278 |      26954 |                       prompt_toolkit.buffer
import time:       300 |        300 |                           prompt_toolkit.input.base
import time:       120 |        120 |                           prompt_toolkit.input.defaults
import time:       170 |        589 |                         prompt_toolkit.input
import time:        32 |        621 |                       prompt_toolkit.input.base
import time:       109 |        109 |                       prompt_toolkit.input.typeahead
import time:        93 |         93 |                         prompt_toolkit.key_binding.bindings
import time:       122 |        122 |                         prompt_toolkit.key_binding.bindings.scroll
import time:       178 |        392 |                       prompt_toolkit.key_binding.bindings.page_navigation
import time:       506 |        506 |                                       prompt_toolkit.lexers.base
import time:       729 |        729 |                                       prompt_toolkit.lexers.pygments
import time:       231 |       1465 |                                     prompt_toolkit.lexers
import time:       735 |        735 |                                       prompt_toolkit.layout.utils
import time:       698 |       1432 |                                     prompt_toolkit.layout.processors
import time:       821 |       3717 |                                   prompt_toolkit.layout.controls
import time:       238 |        238 |                                   prompt_toolkit.layout.dimension
import time:       256 |        256 |                                   prompt_toolkit.layout.margins
import time:       141 |        141 |                                   prompt_toolkit.layout.mouse_handlers
import time:       273 |        273 |                                   prompt_toolkit.layout.screen
import time:      2368 |       6991 |                                 prompt_toolkit.layout.containers
import time:       345 |        345 |                                 prompt_toolkit.layout.layout
import time:       432 |        432 |                                 prompt_toolkit.layout.menus
import time:       259 |        259 |                                 prompt_toolkit.layout.scrollable_pane
import time:       235 |       8261 |                               prompt_toolkit.layout
import time:        44 |       8304 |                             prompt_toolkit.layout.controls
import time:       197 |        197 |                             prompt_toolkit.key_binding.bindings.completion
import time:       683 |       9184 |                           prompt_toolkit.key_binding.bindings.named_commands
import time:       229 |       9412 |                         prompt_toolkit.key_binding.bindings.basic
import time:       143 |        143 |                         prompt_toolkit.key_binding.bindings.cpr
import time:       272 |        272 |                         prompt_toolkit.key_binding.bindings.emacs
import time:       280 |        280 |                         prompt_toolkit.key_binding.bindings.mouse
import time:       277 |        277 |                             prompt_toolkit.input.ansi_escape_sequences
import time:       692 |        968 |                           prompt_toolkit.input.vt100_parser
import time:       610 |        610 |                           prompt_toolkit.key_binding.digraphs
import time:      1007 |       2584 |                         prompt_toolkit.key_binding.bindings.vi
import time:       168 |      12856 |                       prompt_toolkit.key_binding.defaults
import time:       147 |        147 |                       prompt_toolkit.key_binding.emacs_state
import time:       144 |        144 |                       prompt_toolkit.layout.dummy
import time:       545 |        545 |                       prompt_toolkit.renderer
import time:       800 |      42564 |                     prompt_toolkit.application.application
import time:       304 |        304 |                     prompt_toolkit.application.dummy
import time:       220 |      43087 |                   prompt_toolkit.application
import time:       449 |        449 |                           prompt_toolkit.widgets.toolbars
import time:       661 |       1110 |                         prompt_toolkit.widgets.base
import time:       117 |        117 |                           prompt_toolkit.key_binding.bindings.focus
import time:       180 |        297 |                         prompt_toolkit.widgets.dialogs
import time:       256 |        256 |                         prompt_toolkit.widgets.menus
import time:       159 |       1821 |                       prompt_toolkit.widgets
import time:       278 |       2098 |                     prompt_toolkit.shortcuts.choice_input
import time:       218 |        218 |                     prompt_toolkit.shortcuts.dialogs
import time:       110 |        110 |                             xml.parsers
import time:       162 |        162 |                               pyexpat
import time:       172 |        333 |                             xml.parsers.expat
import time:       584 |       1026 |                           xml.dom.expatbuilder
import time:      1051 |       2076 |                         prompt_toolkit.shortcuts.progress_bar.formatters
import time:       405 |       2480 |                       prompt_toolkit.shortcuts.progress_bar.base
import time:       128 |       2608 |                     prompt_toolkit.shortcuts.progress_bar
import time:       144 |        144 |                       prompt_toolkit.key_binding.bindings.auto_suggest
import time:       132 |        132 |                       prompt_toolkit.key_binding.bindings.open_in_editor
import time:       898 |       1173 |                     prompt_toolkit.shortcuts.prompt
import time:       211 |        211 |                     prompt_toolkit.shortcuts.utils
import time:       195 |       6500 |                   prompt_toolkit.shortcuts
import time:       620 |        620 |                     email.feedparser
import time:       226 |        846 |                   email.parser
import time:      2837 |      53268 |                 prompt_toolkit
import time:        34 |      53302 |               prompt_toolkit.auto_suggest
import time:       287 |        287 |               prompt_toolkit.patch_stdout
import time:        94 |         94 |                   unicodedata
import time:       109 |        109 |                     _uuid
import time:       506 |        615 |                   uuid
import time:      4540 |       4540 |                   IPython.core.guarded_eval
import time:       733 |        733 |                   IPython.core.latex_symbols
import time:       149 |        149 |                   IPython.utils.generics
import time:       565 |        565 |                             parso.utils
import time:       425 |        989 |                           parso.tree
import time:        97 |         97 |                                     parso.python
import time:       883 |        883 |                                     parso.python.token
import time:      2497 |       3476 |                                   parso.python.tokenize
import time:       236 |       3711 |                                 parso.pgen2.grammar_parser
import time:       457 |       4167 |                               parso.pgen2.generator
import time:       134 |       4300 |                             parso.pgen2
import time:        48 |       4348 |                           parso.pgen2.generator
import time:       495 |       5831 |                         parso.parser
import time:       117 |        117 |                           parso._compatibility
import time:      1728 |       1728 |                             difflib
import time:       558 |        558 |                                 parso.python.prefix
import time:      1436 |       1994 |                               parso.python.tree
import time:       251 |       2244 |                             parso.python.parser
import time:       524 |       4494 |                           parso.python.diff
import time:        58 |         58 |                             gc
import time:       316 |        374 |                           parso.cache
import time:       545 |        545 |                             parso.normalizer
import time:      1065 |       1609 |                           parso.python.errors
import time:       456 |        456 |                           parso.python.pep8
import time:       184 |        184 |                           parso.file_io
import time:       493 |       7724 |                         parso.grammar
import time:       171 |      13725 |                       parso
import time:       353 |        353 |                       jedi.parser_utils
import time:        72 |         72 |                         colorama
import time:       250 |        322 |                       jedi.debug
import time:       137 |        137 |                       jedi.settings
import time:       188 |        188 |                       jedi.cache
import time:       231 |        231 |                       jedi.file_io
import time:       169 |        169 |                                 jedi.inference.cache
import time:       237 |        237 |                                   jedi.inference.helpers
import time:       384 |        384 |                                   jedi.inference.utils
import time:       542 |       1162 |                                 jedi.inference.base_value
import time:       315 |       1645 |                               jedi.inference.sys_path
import time:       177 |        177 |                                       jedi.inference.recursion
import time:       334 |        510 |                                     jedi.inference.flow_analysis
import time:       184 |        184 |                                           jedi.common
import time:       211 |        395 |                                         jedi.inference.lazy_value
import time:       459 |        854 |                                       jedi.inference.docstrings
import time:       159 |        159 |                                       jedi.plugins
import time:       886 |       1898 |                                     jedi.inference.names
import time:       900 |       3307 |                                   jedi.inference.filters
