import time: self [us] | cumulative | imported package
import time:       187 |        187 |                       pygments.styles._mapping
import time:       185 |        371 |                     pygments.styles
import time:       149 |        520 |                   pygments.formatter
import time:       137 |        137 |                   pygments.console
import time:       394 |        394 |                     pygments.token
import time:       310 |        703 |                   pygments.style
import time:       280 |      19102 |                 pygments.formatters.terminal256
import time:       151 |        151 |                 IPython.utils
import time:       308 |        308 |                   glob
import time:      1500 |       1500 |                         signal
import time:        78 |         78 |                         fcntl
import time:        74 |         74 |                         msvcrt
import time:        31 |         31 |                         _posixsubprocess
import time:       694 |       2375 |                       subprocess
import time:       259 |        259 |                         shlex
import time:        74 |         74 |                             _wmi
import time:       608 |        682 |                           platform
import time:       129 |        129 |                           IPython.utils.encoding
import time:       444 |       1254 |                         IPython.utils.py3compat
import time:       248 |       1759 |                       IPython.utils._process_common
import time:       197 |       4330 |                     IPython.utils._process_posix
import time:       158 |       4488 |                   IPython.utils.process
import time:       274 |       5069 |                 IPython.utils.path
import time:       404 |        404 |                   pygments.styles.monokai
import time:       347 |        347 |                   pygments.styles.default
import time:       325 |        325 |                   pygments.styles.pastie
import time:       518 |        518 |                   pygments.styles.gruvbox
import time:     13976 |      15569 |                 IPython.utils.PyColorize
import time:       205 |        205 |                 IPython.utils.terminal
import time:       310 |        310 |                 IPython.core.display_trap
import time:       372 |        372 |                       pkgutil
import time:       444 |        444 |                       sysconfig
import time:       576 |        576 |                       _sysconfigdata__x86_64-linux-gnu
import time:      2103 |       3494 |                     pydoc
import time:       182 |        182 |                         codeop
import time:       290 |        472 |                       IPython.core.debugger_backport
import time:       250 |        250 |                         cmd
import time:       440 |        440 |                         bdb
import time:       219 |        219 |                         code
import time:       772 |       1680 |                       pdb
import time:       629 |       2779 |                     IPython.core.debugger
import time:       497 |       6769 |                   IPython.core.tbtools
import time:       285 |       7054 |                 IPython.core.doctb
import time:       618 |      61053 |               IPython.core.ultratb
import time:       110 |        110 |                 IPython.utils._sysinfo
import time:       176 |        285 |               IPython.utils.sysinfo
import time:       311 |      61647 |             IPython.core.crashhandler
import time:       106 |        106 |                 IPython.utils.importstring
import time:       166 |        272 |               IPython.paths
import time:       614 |        885 |             IPython.core.profiledir
import time:       830 |      90853 |           IPython.core.application
import time:       135 |        135 |             IPython.terminal
import time:      2155 |       2155 |                 _hashlib
import time:       732 |        732 |                 _blake2
import time:       281 |       3167 |               hashlib
import time:       212 |       3379 |             IPython.core.compilerop
import time:       187 |        187 |               IPython.core.error
import time:        92 |         92 |                 IPython.utils.docs
import time:       122 |        214 |               IPython.utils.decorators
import time:       682 |        682 |               IPython.utils.text
import time:       447 |       1528 |             IPython.core.magic_arguments
import time:       176 |        176 |               getopt
import time:       143 |        143 |                     IPython.core.display_functions
import time:        67 |         67 |                         _winapi
import time:        54 |         54 |                         winreg
import time:       301 |        421 |                       mimetypes
import time:       115 |        115 |                         IPython.testing
import time:       151 |        266 |                       IPython.testing.skipdoctest
import time:       562 |       1247 |                     IPython.core.display
import time:       104 |        104 |                       IPython.lib
import time:       591 |        694 |                     IPython.lib.display
import time:       162 |       2245 |                   IPython.display
import time:       132 |        132 |                   IPython.utils.data
import time:       441 |       2818 |                 IPython.core.page
import time:       564 |        564 |                 IPython.lib.pretty
import time:       342 |        342 |                 IPython.utils.openpy
import time:       108 |        108 |                 IPython.utils.dir2
import time:       159 |        159 |                 IPython.utils.wildcard
import time:      1428 |       1428 |                   pygments.lexers._mapping
import time:       356 |        356 |                   pygments.modeline
import time:       265 |       2047 |                 pygments.lexers
import time:       146 |        146 |                     pygments.filter
import time:       517 |        517 |                     pygments.filters
import time:       208 |        208 |                     pygments.regexopt
import time:       622 |       1491 |                   pygments.lexer
import time:       422 |        422 |                   pygments.unistring
import time:       990 |       2902 |                 pygments.lexers.python
import time:        80 |         80 |                   ctags
import time:       389 |        468 |                 pygments.formatters.html
import time:      2247 |      11651 |               IPython.core.oinspect
import time:       388 |        388 |                 IPython.utils.tokenutil
import time:      1368 |       1756 |               IPython.core.inputtransformer2
import time:       222 |        222 |               IPython.utils.ipstruct
import time:       960 |      14762 |             IPython.core.magic
import time:       113 |        113 |               runpy
import time:       155 |        155 |                 IPython.external
import time:        95 |         95 |                 cPickle
import time:       346 |        595 |               IPython.external.pickleshare
import time:       169 |        169 |               IPython.core.hooks
import time:       180 |        180 |                 IPython.core.autocall
import time:       293 |        293 |                 IPython.core.macro
import time:       464 |        464 |                 IPython.core.splitinput
import time:      2634 |       3569 |               IPython.core.prefilter
import time:       559 |        559 |               IPython.core.alias
import time:       358 |        358 |               IPython.core.builtin_trap
import time:       706 |        706 |                   decorator
import time:       761 |        761 |                       _sqlite3
import time:       320 |       1081 |                     sqlite3.dbapi2
import time:       184 |       1265 |                   sqlite3
import time:      2727 |       4696 |                 IPython.core.history
import time:       448 |       5144 |               IPython.core.displayhook
import time:       470 |        470 |               IPython.core.displaypub
import time:       199 |        199 |               IPython.core.events
import time:       283 |        283 |               IPython.core.extensions
import time:       143 |        143 |                 IPython.utils.sentinel
import time:      2714 |       2857 |               IPython.core.formatters
import time:       232 |        232 |               IPython.core.logger
import time:       270 |        270 |               IPython.core.payload
import time:       175 |        175 |               IPython.core.tips
import time:       123 |        123 |               IPython.core.usage
import time:      1192 |       1192 |                 IPython.utils.capture
import time:       158 |       1350 |               IPython.utils.io
import time:       140 |        140 |               IPython.utils.strdispatch
import time:       121 |        121 |               IPython.utils.syspathcontext
import time:        66 |         66 |                 docrepr
import time:        24 |         89 |               docrepr.sphinxify
import time:       154 |        154 |                       concurrent
import time:       658 |        658 |                       concurrent.futures._base
import time:       185 |        996 |                     concurrent.futures
import time:      1447 |       1447 |                       _ssl
import time:      2486 |       3933 |                     ssl
import time:       263 |        263 |                     asyncio.constants
import time:       151 |        151 |                     asyncio.coroutines
import time:       141 |        141 |                         _contextvars
import time:       125 |        265 |                       contextvars
import time:       173 |        173 |                       asyncio.format_helpers
import time:       146 |        146 |                         asyncio.base_futures
import time:       209 |        209 |                         asyncio.exceptions
import time:       141 |        141 |                         asyncio.base_tasks
import time:       453 |        947 |                       _asyncio
import time:       496 |       1880 |                     asyncio.events
import time:       237 |        237 |                     asyncio.futures
import time:       190 |        190 |                     asyncio.protocols
import time:       272 |        272 |                       asyncio.transports
import time:       105 |        105 |                       asyncio.log
import time:       755 |       1131 |                     asyncio.sslproto
import time:       119 |        119 |                         asyncio.mixins
import time:       497 |        616 |                       asyncio.locks
import time:       409 |        409 |                         asyncio.timeouts
import time:       475 |        883 |                       asyncio.tasks
import time:       321 |       1819 |                     asyncio.staggered
import time:       168 |        168 |                     asyncio.trsock
import time:      1080 |      11843 |                   asyncio.base_events
import time:       319 |        319 |                   asyncio.runners
import time:       266 |        266 |                   asyncio.queues
import time:       442 |        442 |                   asyncio.streams
import time:       250 |        250 |                   asyncio.subprocess
import time:       172 |        172 |                   asyncio.taskgroups
import time:       103 |        103 |                   asyncio.threads
import time:       294 |        294 |                     asyncio.base_subprocess
import time:       591 |        591 |                     asyncio.selector_events
import time:       958 |       1841 |                   asyncio.unix_events
import time:       274 |      15507 |                 asyncio
import time:       176 |      15682 |               IPython.core.async_helpers
import time:      2949 |      35436 |             IPython.core.interactiveshell
import time:       203 |        203 |                         prompt_toolkit.application.current
import time:       124 |        124 |                               prompt_toolkit.eventloop.utils
import time:       277 |        401 |                             prompt_toolkit.eventloop.async_generator
import time:       230 |        230 |                             prompt_toolkit.eventloop.inputhook
import time:       130 |        760 |                           prompt_toolkit.eventloop
import time:       142 |        901 |                         prompt_toolkit.application.run_in_terminal
import time:       412 |        412 |                                 prompt_toolkit.selection
import time:       245 |        656 |                               prompt_toolkit.clipboard.base
import time:       172 |        172 |                               prompt_toolkit.clipboard.in_memory
import time:       142 |        968 |                             prompt_toolkit.clipboard
import time:       290 |        290 |                                 prompt_toolkit.cache
import time:       204 |        204 |                                 prompt_toolkit.enums
import time:       403 |        403 |                                 prompt_toolkit.filters.base
import time:       297 |       1192 |                               prompt_toolkit.filters.app
import time:       162 |        162 |                               prompt_toolkit.filters.cli
import time:       111 |        111 |                               prompt_toolkit.filters.utils
import time:       184 |       1648 |                             prompt_toolkit.filters
import time:      1906 |       4520 |                           prompt_toolkit.document
import time:       286 |       4806 |                         prompt_toolkit.auto_suggest
import time:      2410 |       2410 |                                               prompt_toolkit.keys
import time:       757 |       3166 |                                             prompt_toolkit.key_binding.key_bindings
import time:       104 |        104 |                                                     wcwidth.table_vs16
import time:       174 |        174 |                                                     wcwidth.table_wide
import time:       367 |        367 |                                                     wcwidth.table_zero
import time:       108 |        108 |                                                     wcwidth.unicode_versions
import time:       239 |        990 |                                                   wcwidth.wcwidth
import time:       227 |       1216 |                                                 wcwidth
import time:       396 |       1611 |                                               prompt_toolkit.utils
import time:       356 |       1967 |                                             prompt_toolkit.key_binding.key_processor
import time:       135 |       5268 |                                           prompt_toolkit.key_binding
import time:       453 |       5720 |                                         prompt_toolkit.key_binding.vi_state
import time:       667 |       6386 |                                       prompt_toolkit.cursor_shapes
import time:       645 |        645 |                                       prompt_toolkit.data_structures
import time:       667 |        667 |                                         prompt_toolkit.styles.base
import time:       171 |        171 |                                           prompt_toolkit.styles.named_colors
import time:       586 |        586 |                                           prompt_toolkit.styles.style
import time:       366 |       1122 |                                         prompt_toolkit.styles.defaults
import time:       189 |        189 |                                         prompt_toolkit.styles.pygments
import time:       197 |        197 |                                           colorsys
import time:       436 |        632 |                                         prompt_toolkit.styles.style_transformation
import time:       312 |       2921 |                                       prompt_toolkit.styles
import time:       558 |        558 |                                       prompt_toolkit.output.color_depth
import time:       359 |      10868 |                                     prompt_toolkit.output.base
import time:       168 |        168 |                                         prompt_toolkit.output.flush_stdout
import time:       393 |        560 |                                       prompt_toolkit.output.plain_text
import time:       154 |        713 |                                     prompt_toolkit.output.defaults
import time:       120 |      11700 |                                   prompt_toolkit.output
import time:       605 |      12304 |                                 prompt_toolkit.output.vt100
import time:       411 |        411 |                                   prompt_toolkit.mouse_events
import time:       437 |        847 |                                 prompt_toolkit.formatted_text.base
import time:       530 |      13680 |                               prompt_toolkit.formatted_text.ansi
import time:       205 |        205 |                                     xml
import time:       165 |        165 |                                     xml.dom.domreg
import time:       467 |        836 |                                   xml.dom
import time:       177 |        177 |                                   xml.dom.minicompat
import time:       240 |        240 |                                     xml.dom.NodeFilter
import time:       336 |        576 |                                   xml.dom.xmlbuilder
import time:      1087 |       2675 |                                 xml.dom.minidom
import time:       212 |       2887 |                               prompt_toolkit.formatted_text.html
import time:       163 |        163 |                               prompt_toolkit.formatted_text.pygments
import time:       127 |        127 |                               prompt_toolkit.formatted_text.utils
import time:       157 |      17012 |                             prompt_toolkit.formatted_text
import time:       390 |      17402 |                           prompt_toolkit.completion.base
import time:       162 |        162 |                           prompt_toolkit.completion.deduplicate
import time:       309 |        309 |                           prompt_toolkit.completion.filesystem
import time:       169 |        169 |                             prompt_toolkit.completion.word_completer
import time:       465 |        634 |                           prompt_toolkit.completion.fuzzy_completer
import time:       250 |        250 |                           prompt_toolkit.completion.nested
import time:       216 |      18971 |                         prompt_toolkit.completion
import time:       384 |        384 |                         prompt_toolkit.history
import time:       314 |        314 |                         prompt_toolkit.search
import time:       286 |        286 |                         prompt_toolkit.validation
import time:      1285 |      27144 |                       prompt_toolkit.buffer
import time:       265 |        265 |                           prompt_toolkit.input.base
import time:       113 |        113 |                           prompt_toolkit.input.defaults
import time:       160 |        537 |                         prompt_toolkit.input
import time:        43 |        579 |                       prompt_toolkit.input.base
import time:       104 |        104 |                       prompt_toolkit.input.typeahead
import time:        90 |         90 |                         prompt_toolkit.key_binding.bindings
import time:       175 |        175 |                         prompt_toolkit.key_binding.bindings.scroll
import time:       179 |        444 |                       prompt_toolkit.key_binding.bindings.page_navigation
import time:       475 |        475 |                                       prompt_toolkit.lexers.base
import time:       752 |        752 |                                       prompt_toolkit.lexers.pygments
import time:       165 |       1391 |                                     prompt_toolkit.lexers
import time:       636 |        636 |                                       prompt_toolkit.layout.utils
import time:       668 |       1303 |                                     prompt_toolkit.layout.processors
import time:       702 |       3395 |                                   prompt_toolkit.layout.controls
import time:       253 |        253 |                                   prompt_toolkit.layout.dimension
import time:       255 |        255 |                                   prompt_toolkit.layout.margins
import time:       143 |        143 |                                   prompt_toolkit.layout.mouse_handlers
import time:       245 |        245 |                                   prompt_toolkit.layout.screen
import time:      2251 |       6540 |                                 prompt_toolkit.layout.containers
import time:       301 |        301 |                                 prompt_toolkit.layout.layout
import time:       468 |        468 |                                 prompt_toolkit.layout.menus
import time:       269 |        269 |                                 prompt_toolkit.layout.scrollable_pane
import time:       212 |       7788 |                               prompt_toolkit.layout
import time:        38 |       7826 |                             prompt_toolkit.layout.controls
import time:       173 |        173 |                             prompt_toolkit.key_binding.bindings.completion
import time:       605 |       8603 |                           prompt_toolkit.key_binding.bindings.named_commands
import time:       186 |       8788 |                         prompt_toolkit.key_binding.bindings.basic
import time:       147 |        147 |                         prompt_toolkit.key_binding.bindings.cpr
import time:       281 |        281 |                         prompt_toolkit.key_binding.bindings.emacs
import time:       213 |        213 |                         prompt_toolkit.key_binding.bindings.mouse
import time:       267 |        267 |                             prompt_toolkit.input.ansi_escape_sequences
import time:       627 |        893 |                           prompt_toolkit.input.vt100_parser
import time:       604 |        604 |                           prompt_toolkit.key_binding.digraphs
import time:       979 |       2475 |                         prompt_toolkit.key_binding.bindings.vi
import time:       172 |      12074 |                       prompt_toolkit.key_binding.defaults
import time:       146 |        146 |                       prompt_toolkit.key_binding.emacs_state
import time:       135 |        135 |                       prompt_toolkit.layout.dummy
import time:       574 |        574 |                       prompt_toolkit.renderer
import time:       786 |      41982 |                     prompt_toolkit.application.application
import time:       211 |        211 |                     prompt_toolkit.application.dummy
import time:       217 |      42409 |                   prompt_toolkit.application
import time:       451 |        451 |                           prompt_toolkit.widgets.toolbars
import time:       695 |       1146 |                         prompt_toolkit.widgets.base
import time:        99 |         99 |                           prompt_toolkit.key_binding.bindings.focus
import time:       186 |        285 |                         prompt_toolkit.widgets.dialogs
import time:       258 |        258 |                         prompt_toolkit.widgets.menus
import time:       169 |       1857 |                       prompt_toolkit.widgets
import time:       272 |       2128 |                     prompt_toolkit.shortcuts.choice_input
import time:       270 |        270 |                     prompt_toolkit.shortcuts.dialogs
import time:       134 |        134 |                             xml.parsers
import time:       169 |        169 |                               pyexpat
import time:       148 |        317 |                             xml.parsers.expat
import time:       773 |       1224 |                           xml.dom.expatbuilder
import time:      1087 |       2310 |                         prompt_toolkit.shortcuts.progress_bar.formatters
import time:       388 |       2697 |                       prompt_toolkit.shortcuts.progress_bar.base
import time:       145 |       2842 |                     prompt_toolkit.shortcuts.progress_bar
import time:       140 |        140 |                       prompt_toolkit.key_binding.bindings.auto_suggest
import time:       110 |        110 |                       prompt_toolkit.key_binding.bindings.open_in_editor
import time:       928 |       1178 |                     prompt_toolkit.shortcuts.prompt
import time:       193 |        193 |                     prompt_toolkit.shortcuts.utils
import time:       193 |       6800 |                   prompt_toolkit.shortcuts
import time:       564 |        564 |                     email.feedparser
import time:       235 |        799 |                   email.parser
import time:      2631 |      52638 |                 prompt_toolkit
import time:        37 |      52675 |               prompt_toolkit.auto_suggest
import time:       248 |        248 |               prompt_toolkit.patch_stdout
import time:        83 |         83 |                   unicodedata
import time:        81 |         81 |                     _uuid
import time:       486 |        567 |                   uuid
import time:      4159 |       4159 |                   IPython.core.guarded_eval
import time:       724 |        724 |                   IPython.core.latex_symbols
import time:       144 |        144 |                   IPython.utils.generics
import time:       533 |        533 |                             parso.utils
import time:       436 |        969 |                           parso.tree
import time:       126 |        126 |                                     parso.python
import time:       913 |        913 |                                     parso.python.token
import time:      2471 |       3509 |                                   parso.python.tokenize
import time:       249 |       3758 |                                 parso.pgen2.grammar_parser
import time:       429 |       4186 |                               parso.pgen2.generator
import time:       134 |       4320 |                             parso.pgen2
import time:        29 |       4348 |                           parso.pgen2.generator
import time:       490 |       5807 |                         parso.parser
import time:       104 |        104 |                           parso._compatibility
import time:      1578 |       1578 |                             difflib
import time:       561 |        561 |                                 parso.python.prefix
import time:      1470 |       2030 |                               parso.python.tree
import time:       243 |       2273 |                             parso.python.parser
import time:       540 |       4390 |                           parso.python.diff
import time:        60 |         60 |                             gc
import time:       328 |        387 |                           parso.cache
import time:       454 |        454 |                             parso.normalizer
import time:       985 |       1439 |                           parso.python.errors
import time:       494 |        494 |                           parso.python.pep8
import time:       186 |        186 |                           parso.file_io
import time:       492 |       7489 |                         parso.grammar
import time:       193 |      13488 |                       parso
import time:       333 |        333 |                       jedi.parser_utils
import time:        89 |         89 |                         colorama
import time:       236 |        325 |                       jedi.debug
import time:       134 |        134 |                       jedi.settings
import time:       179 |        179 |                       jedi.cache
import time:       213 |        213 |                       jedi.file_io
import time:       280 |        280 |                                 jedi.inference.cache
import time:       260 |        260 |                                   jedi.inference.helpers
import time:       410 |        410 |                                   jedi.inference.utils
import time:       529 |       1197 |                                 jedi.inference.base_value
import time:       339 |       1815 |                               jedi.inference.sys_path
import time:       166 |        166 |                                       jedi.inference.recursion
import time:       293 |        459 |                                     jedi.inference.flow_analysis
import time:       181 |        181 |                                           jedi.common
import time:       210 |        390 |                                         jedi.inference.lazy_value
import time:       464 |        854 |                                       jedi.inference.docstrings
import time:       164 |        164 |                                       jedi.plugins
import time:       889 |       1906 |                                     jedi.inference.names
import time:       948 |       3312 |                                   jedi.inference.filters
