import time: self [us] | cumulative | imported package
import time:        70 |         70 |       atexit
import time:      2173 |      16706 |     logging
import time:       207 |        207 |       _datetime
import time:       150 |        356 |     datetime
import time:       251 |        251 |         _socket
import time:        94 |         94 |           math
import time:        66 |         66 |           select
import time:       763 |        921 |         selectors
import time:        83 |         83 |         errno
import time:       116 |        116 |         array
import time:      1686 |       3056 |       socket
import time:       193 |        193 |           _struct
import time:       161 |        353 |         struct
import time:       309 |        309 |         _compat_pickle
import time:       128 |        128 |         _pickle
import time:       975 |       1765 |       pickle
import time:        47 |         47 |           _heapq
import time:       203 |        250 |         heapq
import time:       234 |        234 |         _queue
import time:       300 |        784 |       queue
import time:       234 |        234 |       copy
import time:       855 |       6690 |     logging.handlers
import time:       166 |        166 |       fnmatch
import time:       144 |        144 |         urllib
import time:      1444 |       1444 |         ipaddress
import time:      1086 |       2672 |       urllib.parse
import time:       157 |        157 |         _winapi
import time:        74 |         74 |         nt
import time:        53 |         53 |         nt
import time:        51 |         51 |         nt
import time:        49 |         49 |         nt
import time:        48 |         48 |         nt
import time:        55 |         55 |         nt
import time:       148 |        632 |       ntpath
import time:       838 |       4307 |     pathlib
import time:       155 |        155 |             IPython.core
import time:       193 |        347 |           IPython.core.getipython
import time:        98 |         98 |           IPython.core.release
import time:        96 |         96 |               zlib
import time:       220 |        220 |                 _compression
import time:       266 |        266 |                 _bz2
import time:       389 |        874 |               bz2
import time:       320 |        320 |                 _lzma
import time:       301 |        621 |               lzma
import time:       667 |       2256 |             shutil
import time:        52 |         52 |                     _typing
import time:      2788 |       2840 |                   typing
import time:      1280 |       1280 |                         _ast
import time:      1452 |       2732 |                       ast
import time:        41 |         41 |                           _opcode
import time:       551 |        592 |                         opcode
import time:       996 |       1588 |                       dis
import time:       201 |        201 |                         importlib
import time:        82 |        283 |                       importlib.machinery
import time:      2410 |       7011 |                     inspect
import time:       161 |        161 |                       traitlets.utils
import time:       229 |        390 |                     traitlets.utils.bunch
import time:       142 |        142 |                     traitlets.utils.descriptions
import time:       124 |        124 |                     traitlets.utils.getargspec
import time:       101 |        101 |                     traitlets.utils.importstring
import time:       118 |        118 |                     traitlets.utils.sentinel
import time:       112 |        112 |                     traitlets.utils.warnings
import time:      4256 |      12253 |                   traitlets.traitlets
import time:       280 |        280 |                   traitlets._version
import time:       143 |        143 |                   traitlets.utils.decorators
import time:       298 |      15811 |                 traitlets
import time:       203 |        203 |                         _json
import time:       546 |        749 |                       json.scanner
import time:       488 |       1236 |                     json.decoder
import time:       461 |        461 |                     json.encoder
import time:       218 |       1915 |                   json
import time:       648 |        648 |                     dataclasses
import time:       402 |       1049 |                   pprint
import time:       644 |        644 |                     socketserver
import time:      1358 |       2002 |                   logging.config
import time:       120 |        120 |                     traitlets.utils.text
import time:       890 |        890 |                         gettext
import time:      1009 |       1898 |                       argparse
import time:      1246 |       3144 |                     traitlets.config.loader
import time:       929 |       4192 |                   traitlets.config.configurable
import time:       153 |        153 |                   traitlets.utils.nested_update
import time:      1192 |      10500 |                 traitlets.config.application
import time:       159 |      26469 |               traitlets.config
import time:        24 |      26492 |             traitlets.config.application
import time:      1193 |       1193 |                       html.entities
import time:       390 |       1582 |                     html
import time:       238 |        238 |                         executing._utils
import time:       141 |        141 |                           executing._exceptions
import time:       466 |        607 |                         executing._position_node_finder
import time:       780 |       1624 |                       executing.executing
import time:       110 |        110 |                       executing._pytest_utils
import time:       100 |        100 |                       executing.version
import time:       355 |       2188 |                     executing
import time:        50 |         50 |                             _bisect
import time:       142 |        192 |                           bisect
import time:       217 |        408 |                         asttokens.line_numbers
import time:        86 |         86 |                               astroid
import time:        43 |        128 |                             astroid.nodes
import time:      1539 |       1666 |                           asttokens.util
import time:       289 |       1954 |                         asttokens.asttokens
import time:       145 |       2506 |                       asttokens
import time:        18 |       2524 |                     asttokens.util
import time:       477 |        477 |                                 numbers
import time:       736 |       1213 |                               _decimal
import time:       147 |       1359 |                             decimal
import time:      1688 |       1688 |                             fractions
import time:       329 |       3375 |                           pure_eval.utils
import time:       167 |       3541 |                         pure_eval.my_getattr_static
import time:       429 |       3970 |                       pure_eval.core
import time:       118 |        118 |                       pure_eval.version
import time:       186 |       4273 |                     pure_eval
import time:       465 |        465 |                     stack_data.utils
import time:      1440 |      12468 |                   stack_data.core
import time:       310 |        310 |                   stack_data.formatting
import time:       259 |        259 |                   stack_data.serializing
import time:       106 |        106 |                   stack_data.version
import time:       239 |      13380 |                 stack_data
import time:       159 |        159 |                     pygments
import time:       268 |        268 |                     pygments.formatters._mapping
import time:        78 |         78 |                           _csv
import time:       343 |        421 |                         csv
import time:       163 |        163 |                         email
import time:        90 |         90 |                           binascii
import time:       166 |        166 |                             importlib._abc
import time:       148 |        313 |                           importlib.util
import time:       142 |        142 |                             zipfile._path.glob
import time:       405 |        546 |                           zipfile._path
import time:      1040 |       1987 |                         zipfile
import time:       184 |        184 |                             quopri
import time:        62 |         62 |                                 _random
import time:        63 |         63 |                                 _sha2
import time:       390 |        513 |                               random
import time:       120 |        120 |                                     _locale
import time:      1487 |       1607 |                                   locale
import time:      1002 |       2609 |                                 calendar
import time:       272 |       2880 |                               email._parseaddr
import time:       374 |        374 |                                   base64
import time:       133 |        507 |                                 email.base64mime
import time:       260 |        260 |                                 email.quoprimime
import time:       643 |        643 |                                 email.errors
import time:       155 |        155 |                                 email.encoders
import time:       258 |       1820 |                               email.charset
import time:       559 |       5771 |                             email.utils
import time:       739 |        739 |                               email.header
import time:       354 |       1093 |                             email._policybase
import time:       278 |        278 |                             email._encoded_words
import time:       132 |        132 |                             email.iterators
import time:       705 |       8161 |                           email.message
import time:        99 |         99 |                             importlib.metadata._functools
import time:       173 |        272 |                           importlib.metadata._text
import time:       360 |       8791 |                         importlib.metadata._adapters
import time:       447 |        447 |                         importlib.metadata._meta
import time:       307 |        307 |                         importlib.metadata._collections
import time:       126 |        126 |                         importlib.metadata._itertools
import time:       575 |        575 |                               tempfile
import time:       381 |        381 |                               importlib.resources.abc
import time:       316 |        316 |                               importlib.resources._adapters
import time:       438 |       1708 |                             importlib.resources._common
import time:       203 |        203 |                             importlib.resources._legacy
import time:       140 |       2050 |                           importlib.resources
import time:       411 |       2461 |                         importlib.abc
import time:      1437 |      16137 |                       importlib.metadata
import time:       139 |      16275 |                     pygments.plugin
import time:       797 |        797 |                     pygments.util
import time:       259 |      17756 |                   pygments.formatters
import time:       201 |        201 |                       pygments.styles._mapping
import time:       185 |        385 |                     pygments.styles
import time:       148 |        533 |                   pygments.formatter
import time:       145 |        145 |                   pygments.console
import time:       420 |        420 |                     pygments.token
import time:       311 |        731 |                   pygments.style
import time:       284 |      19447 |                 pygments.formatters.terminal256
import time:       131 |        131 |                 IPython.utils
import time:       325 |        325 |                   glob
import time:      1571 |       1571 |                         signal
import time:        80 |         80 |                         fcntl
import time:        80 |         80 |                         msvcrt
import time:        34 |         34 |                         _posixsubprocess
import time:       707 |       2469 |                       subprocess
import time:       301 |        301 |                         shlex
import time:        82 |         82 |                             _wmi
import time:       664 |        745 |                           platform
import time:       136 |        136 |                           IPython.utils.encoding
import time:       445 |       1324 |                         IPython.utils.py3compat
import time:       247 |       1870 |                       IPython.utils._process_common
import time:       170 |       4508 |                     IPython.utils._process_posix
import time:       174 |       4682 |                   IPython.utils.process
import time:       305 |       5311 |                 IPython.utils.path
import time:       488 |        488 |                   pygments.styles.monokai
import time:       341 |        341 |                   pygments.styles.default
import time:       355 |        355 |                   pygments.styles.pastie
import time:       540 |        540 |                   pygments.styles.gruvbox
import time:     14642 |      16363 |                 IPython.utils.PyColorize
import time:       181 |        181 |                 IPython.utils.terminal
import time:       323 |        323 |                 IPython.core.display_trap
import time:       414 |        414 |                       pkgutil
import time:       473 |        473 |                       sysconfig
import time:       594 |        594 |                       _sysconfigdata__x86_64-linux-gnu
import time:      1983 |       3462 |                     pydoc
import time:       178 |        178 |                         codeop
import time:       264 |        441 |                       IPython.core.debugger_backport
import time:       244 |        244 |                         cmd
import time:       483 |        483 |                         bdb
import time:       242 |        242 |                         code
import time:       862 |       1829 |                       pdb
import time:       611 |       2881 |                     IPython.core.debugger
import time:       518 |       6860 |                   IPython.core.tbtools
import time:       329 |       7188 |                 IPython.core.doctb
import time:       615 |      62934 |               IPython.core.ultratb
import time:        91 |         91 |                 IPython.utils._sysinfo
import time:       185 |        275 |               IPython.utils.sysinfo
import time:       294 |      63503 |             IPython.core.crashhandler
import time:        94 |         94 |                 IPython.utils.importstring
import time:       177 |        271 |               IPython.paths
import time:       607 |        878 |             IPython.core.profiledir
import time:       903 |      94030 |           IPython.core.application
import time:       135 |        135 |             IPython.terminal
import time:      2176 |       2176 |                 _hashlib
import time:       765 |        765 |                 _blake2
import time:       301 |       3241 |               hashlib
import time:       194 |       3435 |             IPython.core.compilerop
import time:       194 |        194 |               IPython.core.error
import time:        96 |         96 |                 IPython.utils.docs
import time:       128 |        224 |               IPython.utils.decorators
import time:       670 |        670 |               IPython.utils.text
import time:       471 |       1558 |             IPython.core.magic_arguments
import time:       181 |        181 |               getopt
import time:       151 |        151 |                     IPython.core.display_functions
import time:        78 |         78 |                         _winapi
import time:        57 |         57 |                         winreg
import time:       313 |        447 |                       mimetypes
import time:       134 |        134 |                         IPython.testing
import time:       160 |        293 |                       IPython.testing.skipdoctest
import time:       560 |       1300 |                     IPython.core.display
import time:       110 |        110 |                       IPython.lib
import time:       587 |        697 |                     IPython.lib.display
import time:       172 |       2319 |                   IPython.display
import time:       141 |        141 |                   IPython.utils.data
import time:       423 |       2882 |                 IPython.core.page
import time:       606 |        606 |                 IPython.lib.pretty
import time:       388 |        388 |                 IPython.utils.openpy
import time:       141 |        141 |                 IPython.utils.dir2
import time:       176 |        176 |                 IPython.utils.wildcard
import time:      1496 |       1496 |                   pygments.lexers._mapping
import time:       379 |        379 |                   pygments.modeline
import time:       299 |       2174 |                 pygments.lexers
import time:       171 |        171 |                     pygments.filter
import time:       517 |        517 |                     pygments.filters
import time:       212 |        212 |                     pygments.regexopt
import time:       702 |       1601 |                   pygments.lexer
import time:       435 |        435 |                   pygments.unistring
import time:       968 |       3003 |                 pygments.lexers.python
import time:        81 |         81 |                   ctags
import time:       360 |        440 |                 pygments.formatters.html
import time:      2305 |      12110 |               IPython.core.oinspect
import time:       438 |        438 |                 IPython.utils.tokenutil
import time:      1476 |       1914 |               IPython.core.inputtransformer2
import time:       184 |        184 |               IPython.utils.ipstruct
import time:       931 |      15319 |             IPython.core.magic
import time:       123 |        123 |               runpy
import time:       132 |        132 |                 IPython.external
import time:        76 |         76 |                 cPickle
import time:       333 |        541 |               IPython.external.pickleshare
import time:       231 |        231 |               IPython.core.hooks
import time:       170 |        170 |                 IPython.core.autocall
import time:       263 |        263 |                 IPython.core.macro
import time:       472 |        472 |                 IPython.core.splitinput
import time:      2726 |       3630 |               IPython.core.prefilter
import time:       614 |        614 |               IPython.core.alias
import time:       335 |        335 |               IPython.core.builtin_trap
import time:       614 |        614 |                   decorator
import time:       816 |        816 |                       _sqlite3
import time:       296 |       1112 |                     sqlite3.dbapi2
import time:       237 |       1348 |                   sqlite3
import time:      2915 |       4876 |                 IPython.core.history
import time:       509 |       5384 |               IPython.core.displayhook
import time:       630 |        630 |               IPython.core.displaypub
import time:       262 |        262 |               IPython.core.events
import time:       446 |        446 |               IPython.core.extensions
import time:       177 |        177 |                 IPython.utils.sentinel
import time:      3160 |       3337 |               IPython.core.formatters
import time:       239 |        239 |               IPython.core.logger
import time:       291 |        291 |               IPython.core.payload
import time:       173 |        173 |               IPython.core.tips
import time:       126 |        126 |               IPython.core.usage
import time:      1388 |       1388 |                 IPython.utils.capture
import time:       184 |       1571 |               IPython.utils.io
import time:       145 |        145 |               IPython.utils.strdispatch
import time:       122 |        122 |               IPython.utils.syspathcontext
import time:        68 |         68 |                 docrepr
import time:        25 |         93 |               docrepr.sphinxify
import time:       166 |        166 |                       concurrent
import time:       728 |        728 |                       concurrent.futures._base
import time:       197 |       1090 |                     concurrent.futures
import time:      1494 |       1494 |                       _ssl
import time:      2556 |       4050 |                     ssl
import time:       277 |        277 |                     asyncio.constants
import time:       163 |        163 |                     asyncio.coroutines
import time:       163 |        163 |                         _contextvars
import time:       150 |        313 |                       contextvars
import time:       155 |        155 |                       asyncio.format_helpers
import time:       173 |        173 |                         asyncio.base_futures
import time:       220 |        220 |                         asyncio.exceptions
import time:       144 |        144 |                         asyncio.base_tasks
import time:       424 |        961 |                       _asyncio
import time:       536 |       1963 |                     asyncio.events
import time:       243 |        243 |                     asyncio.futures
import time:       239 |        239 |                     asyncio.protocols
import time:       276 |        276 |                       asyncio.transports
import time:       106 |        106 |                       asyncio.log
import time:       776 |       1157 |                     asyncio.sslproto
import time:       122 |        122 |                         asyncio.mixins
import time:       531 |        652 |                       asyncio.locks
import time:       433 |        433 |                         asyncio.timeouts
import time:       506 |        938 |                       asyncio.tasks
import time:       339 |       1929 |                     asyncio.staggered
import time:       190 |        190 |                     asyncio.trsock
import time:      1147 |      12443 |                   asyncio.base_events
import time:       339 |        339 |                   asyncio.runners
import time:       292 |        292 |                   asyncio.queues
import time:       388 |        388 |                   asyncio.streams
import time:       254 |        254 |                   asyncio.subprocess
import time:       181 |        181 |                   asyncio.taskgroups
import time:       115 |        115 |                   asyncio.threads
import time:       289 |        289 |                     asyncio.base_subprocess
import time:       571 |        571 |                     asyncio.selector_events
import time:       880 |       1739 |                   asyncio.unix_events
import time:       285 |      16032 |                 asyncio
import time:       192 |      16223 |               IPython.core.async_helpers
import time:      3022 |      37527 |             IPython.core.interactiveshell
import time:       223 |        223 |                         prompt_toolkit.application.current
import time:       119 |        119 |                               prompt_toolkit.eventloop.utils
import time:       239 |        357 |                             prompt_toolkit.eventloop.async_generator
import time:       246 |        246 |                             prompt_toolkit.eventloop.inputhook
import time:       164 |        766 |                           prompt_toolkit.eventloop
import time:       154 |        919 |                         prompt_toolkit.application.run_in_terminal
import time:       449 |        449 |                                 prompt_toolkit.selection
import time:       308 |        757 |                               prompt_toolkit.clipboard.base
import time:       154 |        154 |                               prompt_toolkit.clipboard.in_memory
import time:       186 |       1096 |                             prompt_toolkit.clipboard
import time:       328 |        328 |                                 prompt_toolkit.cache
import time:       224 |        224 |                                 prompt_toolkit.enums
import time:       347 |        347 |                                 prompt_toolkit.filters.base
import time:       319 |       1215 |                               prompt_toolkit.filters.app
import time:       170 |        170 |                               prompt_toolkit.filters.cli
import time:       120 |        120 |                               prompt_toolkit.filters.utils
import time:       185 |       1689 |                             prompt_toolkit.filters
import time:      1893 |       4677 |                           prompt_toolkit.document
import time:       320 |       4996 |                         prompt_toolkit.auto_suggest
import time:      2554 |       2554 |                                               prompt_toolkit.keys
import time:       881 |       3435 |                                             prompt_toolkit.key_binding.key_bindings
import time:       127 |        127 |                                                     wcwidth.table_vs16
import time:       163 |        163 |                                                     wcwidth.table_wide
import time:       363 |        363 |                                                     wcwidth.table_zero
import time:       107 |        107 |                                                     wcwidth.unicode_versions
import time:       245 |       1003 |                                                   wcwidth.wcwidth
import time:       245 |       1247 |                                                 wcwidth
import time:       438 |       1685 |                                               prompt_toolkit.utils
import time:       360 |       2044 |                                             prompt_toolkit.key_binding.key_processor
import time:       134 |       5612 |                                           prompt_toolkit.key_binding
import time:       429 |       6041 |                                         prompt_toolkit.key_binding.vi_state
import time:       676 |       6716 |                                       prompt_toolkit.cursor_shapes
import time:       664 |        664 |                                       prompt_toolkit.data_structures
import time:       677 |        677 |                                         prompt_toolkit.styles.base
import time:       163 |        163 |                                           prompt_toolkit.styles.named_colors
import time:       603 |        603 |                                           prompt_toolkit.styles.style
import time:       332 |       1098 |                                         prompt_toolkit.styles.defaults
import time:       201 |        201 |                                         prompt_toolkit.styles.pygments
import time:       149 |        149 |                                           colorsys
import time:       472 |        620 |                                         prompt_toolkit.styles.style_transformation
import time:       318 |       2912 |                                       prompt_toolkit.styles
import time:       601 |        601 |                                       prompt_toolkit.output.color_depth
import time:       367 |      11258 |                                     prompt_toolkit.output.base
import time:       173 |        173 |                                         prompt_toolkit.output.flush_stdout
import time:       408 |        581 |                                       prompt_toolkit.output.plain_text
import time:       179 |        759 |                                     prompt_toolkit.output.defaults
import time:       125 |      12141 |                                   prompt_toolkit.output
import time:       574 |      12714 |                                 prompt_toolkit.output.vt100
import time:       424 |        424 |                                   prompt_toolkit.mouse_events
import time:       451 |        875 |                                 prompt_toolkit.formatted_text.base
import time:       525 |      14113 |                               prompt_toolkit.formatted_text.ansi
import time:       286 |        286 |                                     xml
import time:       174 |        174 |                                     xml.dom.domreg
import time:       462 |        920 |                                   xml.dom
import time:       176 |        176 |                                   xml.dom.minicompat
import time:       266 |        266 |                                     xml.dom.NodeFilter
import time:       364 |        630 |                                   xml.dom.xmlbuilder
import time:      1143 |       2867 |                                 xml.dom.minidom
import time:       212 |       3078 |                               prompt_toolkit.formatted_text.html
import time:       178 |        178 |                               prompt_toolkit.formatted_text.pygments
import time:       140 |        140 |                               prompt_toolkit.formatted_text.utils
import time:       163 |      17670 |                             prompt_toolkit.formatted_text
import time:       412 |      18081 |                           prompt_toolkit.completion.base
import time:       160 |        160 |                           prompt_toolkit.completion.deduplicate
import time:       308 |        308 |                           prompt_toolkit.completion.filesystem
import time:       158 |        158 |                             prompt_toolkit.completion.word_completer
import time:       451 |        609 |                           prompt_toolkit.completion.fuzzy_completer
import time:       248 |        248 |                           prompt_toolkit.completion.nested
import time:       219 |      19623 |                         prompt_toolkit.completion
import time:       367 |        367 |                         prompt_toolkit.history
import time:       301 |        301 |                         prompt_toolkit.search
import time:       281 |        281 |                         prompt_toolkit.validation
import time:      1320 |      28026 |                       prompt_toolkit.buffer
import time:       272 |        272 |                           prompt_toolkit.input.base
import time:       117 |        117 |                           prompt_toolkit.input.defaults
import time:       152 |        540 |                         prompt_toolkit.input
import time:        32 |        572 |                       prompt_toolkit.input.base
import time:       123 |        123 |                       prompt_toolkit.input.typeahead
import time:        96 |         96 |                         prompt_toolkit.key_binding.bindings
import time:       127 |        127 |                         prompt_toolkit.key_binding.bindings.scroll
import time:       198 |        420 |                       prompt_toolkit.key_binding.bindings.page_navigation
import time:       399 |        399 |                                       prompt_toolkit.lexers.base
import time:       625 |        625 |                                       prompt_toolkit.lexers.pygments
import time:       168 |       1191 |                                     prompt_toolkit.lexers
import time:       615 |        615 |                                       prompt_toolkit.layout.utils
import time:       650 |       1265 |                                     prompt_toolkit.layout.processors
import time:       741 |       3195 |                                   prompt_toolkit.layout.controls
import time:       243 |        243 |                                   prompt_toolkit.layout.dimension
import time:       256 |        256 |                                   prompt_toolkit.layout.margins
import time:       143 |        143 |                                   prompt_toolkit.layout.mouse_handlers
import time:       260 |        260 |                                   prompt_toolkit.layout.screen
import time:      2242 |       6337 |                                 prompt_toolkit.layout.containers
import time:       299 |        299 |                                 prompt_toolkit.layout.layout
import time:       454 |        454 |                                 prompt_toolkit.layout.menus
import time:       254 |        254 |                                 prompt_toolkit.layout.scrollable_pane
import time:       215 |       7556 |                               prompt_toolkit.layout
import time:        41 |       7597 |                             prompt_toolkit.layout.controls
import time:       173 |        173 |                             prompt_toolkit.key_binding.bindings.completion
import time:       696 |       8465 |                           prompt_toolkit.key_binding.bindings.named_commands
import time:       187 |       8651 |                         prompt_toolkit.key_binding.bindings.basic
import time:       156 |        156 |                         prompt_toolkit.key_binding.bindings.cpr
import time:       275 |        275 |                         prompt_toolkit.key_binding.bindings.emacs
import time:       216 |        216 |                         prompt_toolkit.key_binding.bindings.mouse
import time:       284 |        284 |                             prompt_toolkit.input.ansi_escape_sequences
import time:       603 |        887 |                           prompt_toolkit.input.vt100_parser
import time:       591 |        591 |                           prompt_toolkit.key_binding.digraphs
import time:       961 |       2439 |                         prompt_toolkit.key_binding.bindings.vi
import time:       155 |      11889 |                       prompt_toolkit.key_binding.defaults
import time:       148 |        148 |                       prompt_toolkit.key_binding.emacs_state
import time:       120 |        120 |                       prompt_toolkit.layout.dummy
import time:       528 |        528 |                       prompt_toolkit.renderer
import time:       839 |      42662 |                     prompt_toolkit.application.application
import time:       215 |        215 |                     prompt_toolkit.application.dummy
import time:       215 |      43091 |                   prompt_toolkit.application
import time:       466 |        466 |                           prompt_toolkit.widgets.toolbars
import time:       684 |       1150 |                         prompt_toolkit.widgets.base
import time:       100 |        100 |                           prompt_toolkit.key_binding.bindings.focus
import time:       194 |        293 |                         prompt_toolkit.widgets.dialogs
import time:       256 |        256 |                         prompt_toolkit.widgets.menus
import time:       156 |       1853 |                       prompt_toolkit.widgets
import time:       302 |       2155 |                     prompt_toolkit.shortcuts.choice_input
import time:       229 |        229 |                     prompt_toolkit.shortcuts.dialogs
import time:       120 |        120 |                             xml.parsers
import time:       156 |        156 |                               pyexpat
import time:       141 |        297 |                             xml.parsers.expat
import time:       643 |       1059 |                           xml.dom.expatbuilder
import time:      1082 |       2140 |                         prompt_toolkit.shortcuts.progress_bar.formatters
import time:       378 |       2518 |                       prompt_toolkit.shortcuts.progress_bar.base
import time:       145 |       2662 |                     prompt_toolkit.shortcuts.progress_bar
import time:       151 |        151 |                       prompt_toolkit.key_binding.bindings.auto_suggest
import time:       112 |        112 |                       prompt_toolkit.key_binding.bindings.open_in_editor
import time:       986 |       1248 |                     prompt_toolkit.shortcuts.prompt
import time:       203 |        203 |                     prompt_toolkit.shortcuts.utils
import time:       195 |       6689 |                   prompt_toolkit.shortcuts
import time:       545 |        545 |                     email.feedparser
import time:       270 |        814 |                   email.parser
import time:      2568 |      53160 |                 prompt_toolkit
import time:        38 |      53198 |               prompt_toolkit.auto_suggest
import time:       252 |        252 |               prompt_toolkit.patch_stdout
import time:        85 |         85 |                   unicodedata
import time:        86 |         86 |                     _uuid
import time:       520 |        606 |                   uuid
import time:      4275 |       4275 |                   IPython.core.guarded_eval
import time:       758 |        758 |                   IPython.core.latex_symbols
import time:       161 |        161 |                   IPython.utils.generics
import time:       490 |        490 |                             parso.utils
import time:       456 |        946 |                           parso.tree
import time:       127 |        127 |                                     parso.python
import time:       909 |        909 |                                     parso.python.token
import time:      2607 |       3642 |                                   parso.python.tokenize
import time:       246 |       3888 |                                 parso.pgen2.grammar_parser
import time:       457 |       4344 |                               parso.pgen2.generator
import time:       140 |       4483 |                             parso.pgen2
import time:        30 |       4513 |                           parso.pgen2.generator
import time:       512 |       5969 |                         parso.parser
import time:       113 |        113 |                           parso._compatibility
import time:      1656 |       1656 |                             difflib
import time:       528 |        528 |                                 parso.python.prefix
import time:      1453 |       1981 |                               parso.python.tree
import time:       286 |       2266 |                             parso.python.parser
import time:       527 |       4448 |                           parso.python.diff
import time:        61 |         61 |                             gc
import time:       313 |        373 |                           parso.cache
import time:       432 |        432 |                             parso.normalizer
import time:       970 |       1401 |                           parso.python.errors
import time:       467 |        467 |                           parso.python.pep8
import time:       182 |        182 |                           parso.file_io
import time:       469 |       7450 |                         parso.grammar
import time:       175 |      13594 |                       parso
import time:       398 |        398 |                       jedi.parser_utils
import time:        74 |         74 |                         colorama
import time:       264 |        337 |                       jedi.debug
import time:       146 |        146 |                       jedi.settings
import time:       211 |        211 |                       jedi.cache
import time:       244 |        244 |                       jedi.file_io
import time:       171 |        171 |                                 jedi.inference.cache
import time:       239 |        239 |                                   jedi.inference.helpers
import time:       408 |        408 |                                   jedi.inference.utils
import time:       550 |       1196 |                                 jedi.inference.base_value
import time:       320 |       1686 |                               jedi.inference.sys_path
import time:       184 |        184 |                                       jedi.inference.recursion
import time:       306 |        490 |                                     jedi.inference.flow_analysis
import time:       183 |        183 |                                           jedi.common
import time:       218 |        401 |                                         jedi.inference.lazy_value
import time:       444 |        845 |                                       jedi.inference.docstrings
import time:       222 |        222 |                                       jedi.plugins
import time:       884 |       1949 |                                     jedi.inference.names
import time:       963 |       3401 |                                   jedi.inference.filters
