import time: self [us] | cumulative | imported package
import time:      1381 |      12244 |                   stack_data.core
import time:       318 |        318 |                   stack_data.formatting
import time:       270 |        270 |                   stack_data.serializing
import time:       100 |        100 |                   stack_data.version
import time:       226 |      13156 |                 stack_data
import time:       149 |        149 |                     pygments
import time:       301 |        301 |                     pygments.formatters._mapping
import time:        80 |         80 |                           _csv
import time:       395 |        474 |                         csv
import time:       161 |        161 |                         email
import time:       102 |        102 |                           binascii
import time:       149 |        149 |                             importlib._abc
import time:       138 |        286 |                           importlib.util
import time:       152 |        152 |                             zipfile._path.glob
import time:       416 |        568 |                           zipfile._path
import time:       980 |       1934 |                         zipfile
import time:       202 |        202 |                             quopri
import time:        55 |         55 |                                 _random
import time:        63 |         63 |                                 _sha2
import time:       402 |        519 |                               random
import time:       107 |        107 |                                     _locale
import time:      1484 |       1590 |                                   locale
import time:      1007 |       2597 |                                 calendar
import time:       283 |       2879 |                               email._parseaddr
import time:       364 |        364 |                                   base64
import time:       136 |        500 |                                 email.base64mime
import time:       245 |        245 |                                 email.quoprimime
import time:       670 |        670 |                                 email.errors
import time:       146 |        146 |                                 email.encoders
import time:       265 |       1825 |                               email.charset
import time:       588 |       5809 |                             email.utils
import time:       710 |        710 |                               email.header
import time:       348 |       1057 |                             email._policybase
import time:       299 |        299 |                             email._encoded_words
import time:       128 |        128 |                             email.iterators
import time:       706 |       8199 |                           email.message
import time:        92 |         92 |                             importlib.metadata._functools
import time:       169 |        261 |                           importlib.metadata._text
import time:       349 |       8807 |                         importlib.metadata._adapters
import time:       403 |        403 |                         importlib.metadata._meta
import time:       273 |        273 |                         importlib.metadata._collections
import time:       128 |        128 |                         importlib.metadata._itertools
import time:       570 |        570 |                               tempfile
import time:       387 |        387 |                               importlib.resources.abc
import time:       320 |        320 |                               importlib.resources._adapters
import time:       409 |       1684 |                             importlib.resources._common
import time:       246 |        246 |                             importlib.resources._legacy
import time:       140 |       2069 |                           importlib.resources
import time:       394 |       2462 |                         importlib.abc
import time:      1389 |      16027 |                       importlib.metadata
import time:       154 |      16181 |                     pygments.plugin
import time:       726 |        726 |                     pygments.util
import time:       294 |      17648 |                   pygments.formatters
import time:       184 |        184 |                       pygments.styles._mapping
import time:       165 |        348 |                     pygments.styles
import time:       160 |        507 |                   pygments.formatter
import time:       135 |        135 |                   pygments.console
import time:       401 |        401 |                     pygments.token
import time:       324 |        724 |                   pygments.style
import time:       278 |      19291 |                 pygments.formatters.terminal256
import time:       124 |        124 |                 IPython.utils
import time:       328 |        328 |                   glob
import time:      1397 |       1397 |                         signal
import time:        70 |         70 |                         fcntl
import time:        74 |         74 |                         msvcrt
import time:        31 |         31 |                         _posixsubprocess
import time:       731 |       2300 |                       subprocess
import time:       307 |        307 |                         shlex
import time:        90 |         90 |                             _wmi
import time:       633 |        722 |                           platform
import time:       143 |        143 |                           IPython.utils.encoding
import time:       450 |       1315 |                         IPython.utils.py3compat
import time:       251 |       1872 |                       IPython.utils._process_common
import time:       160 |       4331 |                     IPython.utils._process_posix
import time:       155 |       4485 |                   IPython.utils.process
import time:       306 |       5118 |                 IPython.utils.path
import time:       492 |        492 |                   pygments.styles.monokai
import time:       354 |        354 |                   pygments.styles.default
import time:       360 |        360 |                   pygments.styles.pastie
import time:       541 |        541 |                   pygments.styles.gruvbox
import time:     14720 |      16464 |                 IPython.utils.PyColorize
import time:       209 |        209 |                 IPython.utils.terminal
import time:       352 |        352 |                 IPython.core.display_trap
import time:       408 |        408 |                       pkgutil
import time:       467 |        467 |                       sysconfig
import time:       641 |        641 |                       _sysconfigdata__x86_64-linux-gnu
import time:      2035 |       3551 |                     pydoc
import time:       204 |        204 |                         codeop
import time:       278 |        481 |                       IPython.core.debugger_backport
import time:       226 |        226 |                         cmd
import time:       469 |        469 |                         bdb
import time:       216 |        216 |                         code
import time:       838 |       1747 |                       pdb
import time:       678 |       2905 |                     IPython.core.debugger
import time:       511 |       6966 |                   IPython.core.tbtools
import time:       347 |       7313 |                 IPython.core.doctb
import time:       623 |      62647 |               IPython.core.ultratb
import time:        91 |         91 |                 IPython.utils._sysinfo
import time:       176 |        266 |               IPython.utils.sysinfo
import time:       284 |      63196 |             IPython.core.crashhandler
import time:        96 |         96 |                 IPython.utils.importstring
import time:       178 |        274 |               IPython.paths
import time:       652 |        925 |             IPython.core.profiledir
import time:       888 |      92406 |           IPython.core.application
import time:       133 |        133 |             IPython.terminal
import time:      2148 |       2148 |                 _hashlib
import time:       835 |        835 |                 _blake2
import time:       298 |       3280 |               hashlib
import time:       199 |       3478 |             IPython.core.compilerop
import time:       191 |        191 |               IPython.core.error
import time:       102 |        102 |                 IPython.utils.docs
import time:       170 |        272 |               IPython.utils.decorators
import time:       699 |        699 |               IPython.utils.text
import time:       453 |       1613 |             IPython.core.magic_arguments
import time:       177 |        177 |               getopt
import time:       148 |        148 |                     IPython.core.display_functions
import time:        72 |         72 |                         _winapi
import time:        64 |         64 |                         winreg
import time:       312 |        447 |                       mimetypes
import time:       117 |        117 |                         IPython.testing
import time:       154 |        271 |                       IPython.testing.skipdoctest
import time:       535 |       1251 |                     IPython.core.display
import time:       116 |        116 |                       IPython.lib
import time:       571 |        687 |                     IPython.lib.display
import time:       153 |       2238 |                   IPython.display
import time:       128 |        128 |                   IPython.utils.data
import time:       445 |       2809 |                 IPython.core.page
import time:       608 |        608 |                 IPython.lib.pretty
import time:       350 |        350 |                 IPython.utils.openpy
import time:       127 |        127 |                 IPython.utils.dir2
import time:       205 |        205 |                 IPython.utils.wildcard
import time:      1391 |       1391 |                   pygments.lexers._mapping
import time:       357 |        357 |                   pygments.modeline
import time:       279 |       2026 |                 pygments.lexers
import time:       159 |        159 |                     pygments.filter
import time:       519 |        519 |                     pygments.filters
import time:       224 |        224 |                     pygments.regexopt
import time:       681 |       1581 |                   pygments.lexer
import time:       432 |        432 |                   pygments.unistring
import time:       990 |       3001 |                 pygments.lexers.python
import time:        78 |         78 |                   ctags
import time:       357 |        434 |                 pygments.formatters.html
import time:      2328 |      11885 |               IPython.core.oinspect
import time:       406 |        406 |                 IPython.utils.tokenutil
import time:      1380 |       1786 |               IPython.core.inputtransformer2
import time:       184 |        184 |               IPython.utils.ipstruct
import time:       902 |      14932 |             IPython.core.magic
import time:       117 |        117 |               runpy
import time:       126 |        126 |                 IPython.external
import time:        74 |         74 |                 cPickle
import time:       311 |        510 |               IPython.external.pickleshare
import time:       169 |        169 |               IPython.core.hooks
import time:       161 |        161 |                 IPython.core.autocall
import time:       245 |        245 |                 IPython.core.macro
import time:       424 |        424 |                 IPython.core.splitinput
import time:      2662 |       3490 |               IPython.core.prefilter
import time:       572 |        572 |               IPython.core.alias
import time:       319 |        319 |               IPython.core.builtin_trap
import time:       586 |        586 |                   decorator
import time:       718 |        718 |                       _sqlite3
import time:       310 |       1027 |                     sqlite3.dbapi2
import time:       209 |       1235 |                   sqlite3
import time:      3010 |       4830 |                 IPython.core.history
import time:       436 |       5266 |               IPython.core.displayhook
import time:       503 |        503 |               IPython.core.displaypub
import time:       184 |        184 |               IPython.core.events
import time:       298 |        298 |               IPython.core.extensions
import time:       144 |        144 |                 IPython.utils.sentinel
import time:      2918 |       3061 |               IPython.core.formatters
import time:       275 |        275 |               IPython.core.logger
import time:       296 |        296 |               IPython.core.payload
import time:       148 |        148 |               IPython.core.tips
import time:       134 |        134 |               IPython.core.usage
import time:      1331 |       1331 |                 IPython.utils.capture
import time:       183 |       1514 |               IPython.utils.io
import time:       166 |        166 |               IPython.utils.strdispatch
import time:       130 |        130 |               IPython.utils.syspathcontext
import time:        69 |         69 |                 docrepr
import time:        24 |         92 |               docrepr.sphinxify
import time:       155 |        155 |                       concurrent
import time:       677 |        677 |                       concurrent.futures._base
import time:       188 |       1019 |                     concurrent.futures
import time:      1427 |       1427 |                       _ssl
import time:      2493 |       3920 |                     ssl
import time:       257 |        257 |                     asyncio.constants
import time:       150 |        150 |                     asyncio.coroutines
import time:       146 |        146 |                         _contextvars
import time:       126 |        272 |                       contextvars
import time:       163 |        163 |                       asyncio.format_helpers
import time:       146 |        146 |                         asyncio.base_futures
import time:       227 |        227 |                         asyncio.exceptions
import time:       142 |        142 |                         asyncio.base_tasks
import time:       449 |        962 |                       _asyncio
import time:       509 |       1905 |                     asyncio.events
import time:       248 |        248 |                     asyncio.futures
import time:       190 |        190 |                     asyncio.protocols
import time:       280 |        280 |                       asyncio.transports
import time:       107 |        107 |                       asyncio.log
import time:       784 |       1170 |                     asyncio.sslproto
import time:       123 |        123 |                         asyncio.mixins
import time:       507 |        629 |                       asyncio.locks
import time:       428 |        428 |                         asyncio.timeouts
import time:       510 |        938 |                       asyncio.tasks
import time:       328 |       1894 |                     asyncio.staggered
import time:       177 |        177 |                     asyncio.trsock
import time:      1185 |      12109 |                   asyncio.base_events
import time:       327 |        327 |                   asyncio.runners
import time:       278 |        278 |                   asyncio.queues
import time:       413 |        413 |                   asyncio.streams
import time:       245 |        245 |                   asyncio.subprocess
import time:       175 |        175 |                   asyncio.taskgroups
import time:       108 |        108 |                   asyncio.threads
import time:       301 |        301 |                     asyncio.base_subprocess
import time:       658 |        658 |                     asyncio.selector_events
import time:       950 |       1909 |                   asyncio.unix_events
import time:       296 |      15855 |                 asyncio
import time:       190 |      16045 |               IPython.core.async_helpers
import time:      2991 |      36271 |             IPython.core.interactiveshell
import time:       207 |        207 |                         prompt_toolkit.application.current
import time:       113 |        113 |                               prompt_toolkit.eventloop.utils
import time:       233 |        345 |                             prompt_toolkit.eventloop.async_generator
import time:       215 |        215 |                             prompt_toolkit.eventloop.inputhook
import time:       151 |        711 |                           prompt_toolkit.eventloop
import time:       178 |        889 |                         prompt_toolkit.application.run_in_terminal
import time:       437 |        437 |                                 prompt_toolkit.selection
import time:       235 |        671 |                               prompt_toolkit.clipboard.base
import time:       167 |        167 |                               prompt_toolkit.clipboard.in_memory
import time:       149 |        986 |                             prompt_toolkit.clipboard
import time:       304 |        304 |                                 prompt_toolkit.cache
import time:       219 |        219 |                                 prompt_toolkit.enums
import time:       311 |        311 |                                 prompt_toolkit.filters.base
import time:       319 |       1151 |                               prompt_toolkit.filters.app
import time:       151 |        151 |                               prompt_toolkit.filters.cli
import time:       124 |        124 |                               prompt_toolkit.filters.utils
import time:       182 |       1607 |                             prompt_toolkit.filters
import time:      1871 |       4463 |                           prompt_toolkit.document
import time:       299 |       4761 |                         prompt_toolkit.auto_suggest
import time:      2382 |       2382 |                                               prompt_toolkit.keys
import time:       765 |       3147 |                                             prompt_toolkit.key_binding.key_bindings
import time:       114 |        114 |                                                     wcwidth.table_vs16
import time:       180 |        180 |                                                     wcwidth.table_wide
import time:       360 |        360 |                                                     wcwidth.table_zero
import time:       114 |        114 |                                                     wcwidth.unicode_versions
import time:       251 |       1017 |                                                   wcwidth.wcwidth
import time:       246 |       1263 |                                                 wcwidth
import time:       397 |       1659 |                                               prompt_toolkit.utils
import time:       358 |       2017 |                                             prompt_toolkit.key_binding.key_processor
import time:       139 |       5302 |                                           prompt_toolkit.key_binding
import time:       389 |       5691 |                                         prompt_toolkit.key_binding.vi_state
import time:       653 |       6343 |                                       prompt_toolkit.cursor_shapes
import time:       633 |        633 |                                       prompt_toolkit.data_structures
import time:       686 |        686 |                                         prompt_toolkit.styles.base
import time:       192 |        192 |                                           prompt_toolkit.styles.named_colors
import time:       609 |        609 |                                           prompt_toolkit.styles.style
import time:       346 |       1145 |                                         prompt_toolkit.styles.defaults
import time:       224 |        224 |                                         prompt_toolkit.styles.pygments
import time:       149 |        149 |                                           colorsys
import time:       444 |        592 |                                         prompt_toolkit.styles.style_transformation
import time:       344 |       2990 |                                       prompt_toolkit.styles
import time:       592 |        592 |                                       prompt_toolkit.output.color_depth
import time:       345 |      10901 |                                     prompt_toolkit.output.base
import time:       186 |        186 |                                         prompt_toolkit.output.flush_stdout
import time:       401 |        586 |                                       prompt_toolkit.output.plain_text
import time:       156 |        742 |                                     prompt_toolkit.output.defaults
import time:       112 |      11754 |                                   prompt_toolkit.output
import time:       570 |      12323 |                                 prompt_toolkit.output.vt100
import time:       433 |        433 |                                   prompt_toolkit.mouse_events
import time:       419 |        851 |                                 prompt_toolkit.formatted_text.base
import time:       543 |      13716 |                               prompt_toolkit.formatted_text.ansi
import time:       220 |        220 |                                     xml
import time:       197 |        197 |                                     xml.dom.domreg
import time:       445 |        861 |                                   xml.dom
import time:       182 |        182 |                                   xml.dom.minicompat
import time:       281 |        281 |                                     xml.dom.NodeFilter
import time:       346 |        626 |                                   xml.dom.xmlbuilder
import time:      1074 |       2741 |                                 xml.dom.minidom
import time:       209 |       2950 |                               prompt_toolkit.formatted_text.html
import time:       157 |        157 |                               prompt_toolkit.formatted_text.pygments
import time:       127 |        127 |                               prompt_toolkit.formatted_text.utils
import time:       192 |      17141 |                             prompt_toolkit.formatted_text
import time:       416 |      17556 |                           prompt_toolkit.completion.base
import time:       139 |        139 |                           prompt_toolkit.completion.deduplicate
import time:       306 |        306 |                           prompt_toolkit.completion.filesystem
import time:       179 |        179 |                             prompt_toolkit.completion.word_completer
import time:       462 |        641 |                           prompt_toolkit.completion.fuzzy_completer
import time:       257 |        257 |                           prompt_toolkit.completion.nested
import time:       216 |      19113 |                         prompt_toolkit.completion
import time:       453 |        453 |                         prompt_toolkit.history
import time:       303 |        303 |                         prompt_toolkit.search
import time:       296 |        296 |                         prompt_toolkit.validation
import time:      1288 |      27306 |                       prompt_toolkit.buffer
import time:       277 |        277 |                           prompt_toolkit.input.base
import time:       121 |        121 |                           prompt_toolkit.input.defaults
import time:       165 |        562 |                         prompt_toolkit.input
import time:        33 |        594 |                       prompt_toolkit.input.base
import time:       109 |        109 |                       prompt_toolkit.input.typeahead
import time:        96 |         96 |                         prompt_toolkit.key_binding.bindings
import time:       122 |        122 |                         prompt_toolkit.key_binding.bindings.scroll
import time:       182 |        399 |                       prompt_toolkit.key_binding.bindings.page_navigation
import time:       440 |        440 |                                       prompt_toolkit.lexers.base
import time:       654 |        654 |                                       prompt_toolkit.lexers.pygments
import time:       161 |       1254 |                                     prompt_toolkit.lexers
import time:       604 |        604 |                                       prompt_toolkit.layout.utils
import time:       698 |       1302 |                                     prompt_toolkit.layout.processors
import time:       745 |       3299 |                                   prompt_toolkit.layout.controls
import time:       228 |        228 |                                   prompt_toolkit.layout.dimension
import time:       261 |        261 |                                   prompt_toolkit.layout.margins
import time:       148 |        148 |                                   prompt_toolkit.layout.mouse_handlers
import time:       256 |        256 |                                   prompt_toolkit.layout.screen
import time:      2317 |       6507 |                                 prompt_toolkit.layout.containers
import time:       330 |        330 |                                 prompt_toolkit.layout.layout
import time:       446 |        446 |                                 prompt_toolkit.layout.menus
import time:       298 |        298 |                                 prompt_toolkit.layout.scrollable_pane
import time:       231 |       7810 |                               prompt_toolkit.layout
import time:        39 |       7848 |                             prompt_toolkit.layout.controls
import time:       176 |        176 |                             prompt_toolkit.key_binding.bindings.completion
import time:       655 |       8679 |                           prompt_toolkit.key_binding.bindings.named_commands
import time:       176 |       8854 |                         prompt_toolkit.key_binding.bindings.basic
import time:       139 |        139 |                         prompt_toolkit.key_binding.bindings.cpr
import time:       292 |        292 |                         prompt_toolkit.key_binding.bindings.emacs
import time:       228 |        228 |                         prompt_toolkit.key_binding.bindings.mouse
import time:       283 |        283 |                             prompt_toolkit.input.ansi_escape_sequences
import time:       593 |        875 |                           prompt_toolkit.input.vt100_parser
import time:       637 |        637 |                           prompt_toolkit.key_binding.digraphs
import time:       952 |       2463 |                         prompt_toolkit.key_binding.bindings.vi
import time:       155 |      12128 |                       prompt_toolkit.key_binding.defaults
import time:       144 |        144 |                       prompt_toolkit.key_binding.emacs_state
import time:       154 |        154 |                       prompt_toolkit.layout.dummy
import time:       517 |        517 |                       prompt_toolkit.renderer
import time:       818 |      42166 |                     prompt_toolkit.application.application
import time:       262 |        262 |                     prompt_toolkit.application.dummy
import time:       224 |      42651 |                   prompt_toolkit.application
import time:       473 |        473 |                           prompt_toolkit.widgets.toolbars
import time:       689 |       1161 |                         prompt_toolkit.widgets.base
import time:       116 |        116 |                           prompt_toolkit.key_binding.bindings.focus
import time:       187 |        302 |                         prompt_toolkit.widgets.dialogs
import time:       273 |        273 |                         prompt_toolkit.widgets.menus
import time:       153 |       1887 |                       prompt_toolkit.widgets
import time:       282 |       2169 |                     prompt_toolkit.shortcuts.choice_input
import time:       226 |        226 |                     prompt_toolkit.shortcuts.dialogs
import time:       138 |        138 |                             xml.parsers
import time:       186 |        186 |                               pyexpat
import time:       148 |        333 |                             xml.parsers.expat
import time:       635 |       1105 |                           xml.dom.expatbuilder
import time:      1169 |       2274 |                         prompt_toolkit.shortcuts.progress_bar.formatters
import time:       435 |       2709 |                       prompt_toolkit.shortcuts.progress_bar.base
import time:       132 |       2840 |                     prompt_toolkit.shortcuts.progress_bar
import time:       141 |        141 |                       prompt_toolkit.key_binding.bindings.auto_suggest
import time:       119 |        119 |                       prompt_toolkit.key_binding.bindings.open_in_editor
import time:       897 |       1156 |                     prompt_toolkit.shortcuts.prompt
import time:       189 |        189 |                     prompt_toolkit.shortcuts.utils
import time:       205 |       6783 |                   prompt_toolkit.shortcuts
import time:       654 |        654 |                     email.feedparser
import time:       220 |        873 |                   email.parser
import time:      2664 |      52970 |                 prompt_toolkit
import time:        34 |      53003 |               prompt_toolkit.auto_suggest
import time:       268 |        268 |               prompt_toolkit.patch_stdout
import time:        78 |         78 |                   unicodedata
import time:        77 |         77 |                     _uuid
import time:       466 |        542 |                   uuid
import time:      4161 |       4161 |                   IPython.core.guarded_eval
import time:       708 |        708 |                   IPython.core.latex_symbols
import time:       160 |        160 |                   IPython.utils.generics
import time:       483 |        483 |                             parso.utils
import time:       458 |        941 |                           parso.tree
import time:       101 |        101 |                                     parso.python
import time:       837 |        837 |                                     parso.python.token
import time:      2438 |       3375 |                                   parso.python.tokenize
import time:       241 |       3615 |                                 parso.pgen2.grammar_parser
import time:       474 |       4088 |                               parso.pgen2.generator
import time:       142 |       4230 |                             parso.pgen2
import time:        29 |       4258 |                           parso.pgen2.generator
import time:       504 |       5703 |                         parso.parser
import time:       121 |        121 |                           parso._compatibility
import time:      1629 |       1629 |                             difflib
import time:       538 |        538 |                                 parso.python.prefix
import time:      1469 |       2007 |                               parso.python.tree
import time:       257 |       2263 |                             parso.python.parser
import time:       531 |       4422 |                           parso.python.diff
import time:        68 |         68 |                             gc
import time:       322 |        390 |                           parso.cache
import time:       472 |        472 |                             parso.normalizer
import time:       999 |       1471 |                           parso.python.errors
import time:       470 |        470 |                           parso.python.pep8
import time:       185 |        185 |                           parso.file_io
import time:       575 |       7631 |                         parso.grammar
import time:       164 |      13497 |                       parso
import time:       344 |        344 |                       jedi.parser_utils
import time:        82 |         82 |                         colorama
import time:       265 |        346 |                       jedi.debug
import time:       147 |        147 |                       jedi.settings
import time:       185 |        185 |                       jedi.cache
import time:       220 |        220 |                       jedi.file_io
import time:       171 |        171 |                                 jedi.inference.cache
import time:       242 |        242 |                                   jedi.inference.helpers
import time:       403 |        403 |                                   jedi.inference.utils
import time:       614 |       1258 |                                 jedi.inference.base_value
import time:       334 |       1762 |                               jedi.inference.sys_path
import time:       167 |        167 |                                       jedi.inference.recursion
import time:       305 |        471 |                                     jedi.inference.flow_analysis
import time:       182 |        182 |                                           jedi.common
import time:       254 |        436 |                                         jedi.inference.lazy_value
import time:       457 |        892 |                                       jedi.inference.docstrings
import time:       159 |        159 |                                       jedi.plugins
import time:       863 |       1914 |                                     jedi.inference.names
import time:       933 |       3318 |                                   jedi.inference.filters
